column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60,column61,column62,column63,column64,column65,column66,column67,column68,column69,column70,column71,column72,column73,column74,column75,column76,column77,column78,column79,column80
48,3,55,58,7,1,3,0,6,4,0,1,1,3,2,1,1,2,4,2,0,3,1,3,1,3,3,4,4,1,0,0,4,0,1,0,4,0,0,3,0,0,0,1,4,3,2,0,0,4,0,0,0,4,0,2,0,2,2,2,1,1,2,1,1,0,0,1,1,1,3,3,4,4,0,1,3,0,3,4
17,4,69,86,13,0,3,2,8,7,2,3,1,1,0,0,4,4,0,1,2,4,0,1,3,2,1,0,3,4,2,1,3,4,4,4,3,1,2,1,0,3,2,3,0,4,3,0,2,2,1,0,0,3,0,4,0,1,4,1,0,0,3,0,0,1,3,0,4,2,2,1,1,4,4,1,2,1,1,0
42,0,26,80,0,4,0,1,5,2,0,1,2,0,1,2,1,2,4,2,1,0,0,0,2,0,0,0,1,3,3,2,1,2,0,1,3,2,4,4,3,0,1,4,3,2,1,4,2,1,1,4,3,0,4,1,1,4,0,1,2,3,1,0,1,1,0,0,1,3,2,0,1,3,3,2,4,2,4,4
17,4,14,77,9,0,0,2,19,3,0,0,1,2,2,0,0,1,0,1,2,4,4,4,1,3,0,2,3,3,3,1,0,0,1,3,4,3,2,4,2,0,0,0,0,2,3,2,0,0,3,2,0,1,2,4,2,1,0,1,2,4,2,1,0,0,0,1,0,4,4,2,3,2,0,3,2,0,4,0
63,3,5,36,17,0,2,0,18,7,2,3,4,0,2,1,0,1,0,1,2,1,4,0,0,4,1,3,1,3,4,3,3,3,4,4,3,0,3,2,0,3,1,4,1,1,2,4,4,2,2,1,0,0,4,3,1,0,4,0,3,2,3,1,0,3,1,0,1,1,3,0,3,2,4,0,2,1,3,1
82,4,46,17,1,0,3,2,10,7,1,0,2,2,1,2,2,2,4,4,3,4,4,4,3,2,1,0,3,1,2,3,1,0,2,2,3,0,3,0,4,0,0,2,1,4,3,0,0,0,1,2,4,4,3,1,1,1,1,2,0,0,3,0,1,1,2,4,0,4,2,2,1,1,2,2,1,1,2,0
15,0,99,0,5,0,1,0,6,4,1,2,2,0,3,4,2,4,1,1,2,0,4,1,3,2,1,2,0,1,0,2,1,2,0,0,4,1,1,3,1,2,4,3,4,2,0,0,3,2,0,3,3,1,4,0,0,1,0,0,4,1,0,0,0,3,4,2,3,4,4,4,2,4,0,4,0,2,4,1
23,3,86,18,3,1,0,0,22,3,3,1,0,5,1,2,4,4,1,3,1,1,3,2,3,2,3,2,3,4,2,2,2,3,4,4,3,1,2,3,0,0,0,3,0,3,0,1,2,2,0,0,0,1,1,4,2,0,1,0,4,0,4,2,0,3,1,0,0,0,4,0,0,0,2,0,3,3,4,4
40,2,21,97,14,2,3,2,7,6,1,3,4,3,0,0,2,2,4,1,2,1,4,0,2,0,1,1,2,0,1,4,0,2,1,3,3,2,4,1,0,2,2,3,2,1,2,4,4,1,4,4,2,0,2,0,1,1,0,1,0,4,4,1,1,2,0,1,1,4,1,3,4,4,4,0,3,4,2,4
52,2,88,50,9,0,0,1,18,9,3,3,2,2,4,3,4,1,0,2,0,1,4,0,2,1,0,3,0,4,2,4,4,3,2,2,2,1,1,0,2,0,4,4,4,0,2,1,2,3,4,4,0,3,0,0,0,2,1,1,0,0,2,1,1,4,1,0,3,0,0,0,0,2,3,1,4,2,3,4
97,2,51,1,9,0,0,1,10,8,0,0,0,4,0,0,3,2,3,4,3,1,2,4,0,4,3,3,1,0,1,3,4,1,1,3,3,1,2,4,0,1,4,0,0,1,2,3,3,2,0,4,2,0,0,4,0,1,1,4,3,0,3,4,0,0,0,0,0,4,1,1,0,4,4,2,1,0,4,0
26,1,34,89,0,1,2,2,10,7,3,2,0,0,0,0,2,0,2,3,4,1,3,3,2,0,0,4,2,4,2,2,4,4,3,1,4,1,1,0,2,2,0,1,4,1,4,0,3,1,1,4,0,3,4,2,1,1,3,0,3,4,3,1,1,4,4,0,0,0,2,2,4,1,0,1,1,2,1,4
34,4,46,0,17,0,2,1,16,0,0,0,1,2,2,1,2,2,4,3,1,1,1,1,4,1,0,0,4,0,1,3,4,4,3,1,3,1,2,1,1,3,3,3,0,1,0,2,2,3,4,3,3,2,3,0,2,4,1,2,1,2,0,0,1,4,3,4,2,4,2,0,3,2,2,0,4,4,1,0
0,4,70,4,6,3,2,1,18,9,3,2,3,4,4,3,4,1,0,4,3,1,3,2,0,4,0,2,3,0,1,3,0,2,1,3,3,1,2,1,0,4,2,0,3,4,0,3,1,1,2,4,2,0,3,0,2,2,0,0,3,1,2,0,0,1,0,0,3,2,4,2,4,3,4,3,4,3,1,4
30,1,61,0,4,0,2,2,20,0,3,2,1,1,4,3,4,2,2,0,4,1,4,0,3,2,3,2,1,2,4,3,0,4,0,0,3,4,0,2,1,2,0,4,1,1,4,2,2,2,0,3,1,1,4,0,4,1,3,0,1,1,1,3,2,2,3,4,1,4,4,0,1,4,4,1,0,0,3,1
98,3,44,35,7,2,2,0,23,6,3,0,0,4,1,2,3,1,0,3,1,0,0,1,0,4,2,0,4,3,3,1,4,2,3,1,4,1,1,1,3,3,1,3,3,3,4,3,1,2,0,4,0,1,3,3,1,4,0,1,4,0,0,0,0,1,4,1,2,2,1,0,3,4,1,1,3,1,4,1
81,3,73,26,15,3,2,1,9,0,3,2,1,1,2,1,2,2,4,3,0,3,2,2,1,3,3,3,0,3,3,2,3,2,1,3,3,2,4,1,3,0,3,0,4,2,0,1,0,4,3,4,2,0,1,0,1,2,2,1,1,2,0,0,1,1,0,0,4,2,0,1,1,3,3,4,3,1,3,3
18,0,59,33,6,1,3,0,18,7,3,3,2,2,3,4,2,1,3,3,3,0,0,0,1,3,1,0,3,3,3,0,0,1,2,2,3,0,3,4,4,4,0,0,1,2,1,1,0,4,3,4,0,4,0,0,3,1,1,1,0,1,0,4,0,2,0,3,4,0,4,2,1,4,4,3,4,4,1,3
48,3,85,38,0,2,3,0,1,8,0,0,1,2,2,1,3,1,0,3,1,3,1,3,1,3,4,2,3,3,3,0,2,2,2,2,3,4,0,4,2,3,2,1,0,0,4,1,2,0,3,1,4,0,3,0,4,4,1,2,0,2,0,0,0,0,0,4,4,4,3,2,1,1,3,0,4,4,0,1
35,0,36,99,5,2,2,0,0,1,1,3,2,4,4,1,1,2,4,0,4,2,0,0,3,2,0,1,0,3,3,1,1,1,1,3,3,4,0,4,2,0,3,0,1,2,1,3,3,0,2,4,0,0,4,0,3,2,0,0,3,0,3,1,0,1,1,3,2,4,2,0,3,0,0,2,4,4,0,4
93,1,44,35,10,0,1,2,11,0,2,0,2,1,4,3,2,0,2,2,0,0,3,2,4,1,2,3,2,1,0,4,2,4,2,2,3,4,0,1,0,1,0,2,0,0,4,2,0,3,4,2,4,2,1,0,4,2,1,0,4,1,4,3,1,4,4,1,1,2,2,0,3,0,0,3,4,3,0,3
71,1,44,35,17,1,0,2,10,7,3,2,0,0,4,3,4,1,0,3,1,0,1,3,0,4,2,2,0,3,3,3,2,1,2,2,4,1,1,0,3,0,3,2,4,1,4,0,4,2,0,2,4,0,1,2,0,0,0,1,0,1,1,1,0,2,1,2,0,4,0,2,3,0,2,2,3,1,1,3
48,3,0,10,3,0,1,2,5,2,2,0,3,2,2,1,2,0,2,3,1,1,4,3,0,4,1,2,0,3,3,4,1,0,3,1,3,0,3,4,3,0,0,1,0,2,1,1,0,0,2,4,1,0,3,1,3,4,0,0,1,1,0,3,0,0,2,1,2,1,2,0,3,1,0,0,2,1,4,1
94,4,57,96,7,3,0,2,17,5,3,3,1,5,2,1,3,0,1,0,1,1,0,3,3,2,1,0,3,4,2,1,1,1,1,3,4,0,0,2,2,2,0,0,4,2,2,1,1,0,0,4,0,3,2,0,1,4,0,0,0,2,3,1,3,0,0,1,2,2,3,4,0,0,2,3,3,4,4,0
69,0,21,97,18,2,0,2,16,8,3,2,0,1,4,3,2,0,2,4,3,2,2,1,3,2,4,2,3,0,1,3,2,1,2,0,4,1,1,0,1,4,0,0,1,2,1,0,2,0,0,0,0,1,2,0,0,1,0,1,1,1,2,2,1,0,1,4,0,1,4,2,0,4,4,0,1,2,3,4
51,0,42,49,19,3,3,0,13,9,1,0,4,1,0,0,4,3,3,3,4,4,3,2,0,0,1,1,2,2,4,4,3,2,2,2,2,1,1,1,1,2,0,0,3,0,1,2,2,1,3,3,4,3,0,2,0,3,3,2,1,0,3,0,0,1,0,3,0,0,4,4,4,4,4,0,4,1,3,4
58,3,51,75,5,0,1,1,5,2,3,3,4,0,4,3,2,2,4,3,1,1,0,3,1,3,4,3,2,0,1,4,2,4,4,4,0,1,2,3,0,2,0,2,0,3,2,0,1,3,2,1,1,0,4,0,0,4,1,4,4,1,1,0,1,2,1,1,3,4,0,3,2,4,3,1,2,4,2,4
32,0,93,73,19,3,3,0,19,3,2,2,2,4,0,0,3,1,3,2,1,0,1,3,2,0,0,4,2,0,1,1,0,2,3,0,3,0,1,0,1,2,4,0,0,3,0,3,0,3,4,0,1,1,4,2,0,0,0,2,0,4,3,0,4,0,0,0,3,1,1,3,4,4,1,3,2,2,2,3
69,2,43,51,0,1,2,1,22,6,1,0,3,3,4,3,2,0,1,0,4,0,0,0,3,2,4,3,2,0,1,3,4,4,1,3,2,2,4,0,1,2,0,0,2,0,2,4,0,0,1,2,2,0,0,3,2,1,0,2,0,1,1,1,0,4,1,4,0,2,1,0,2,2,0,0,1,4,1,1
74,4,28,16,8,0,2,2,6,3,4,3,0,1,3,4,4,3,3,2,0,1,0,3,4,1,4,0,4,2,4,0,3,3,4,4,2,4,2,1,1,3,3,2,0,1,3,2,1,3,4,1,3,1,0,0,2,0,1,2,0,1,4,3,0,3,4,1,0,4,1,0,3,4,0,2,3,4,2,4
26,4,62,57,5,2,0,2,19,3,2,3,0,0,1,2,3,2,4,2,0,2,0,0,0,4,0,0,1,2,4,1,0,0,0,0,4,4,4,2,4,1,1,2,4,4,3,0,0,0,0,3,0,3,1,3,2,2,0,0,1,3,2,0,0,1,0,0,0,2,4,4,1,4,0,2,1,4,3,4
26,4,88,50,8,2,0,2,20,0,2,3,4,2,4,3,4,0,4,2,3,1,0,3,3,2,1,1,2,1,0,4,0,2,0,2,2,0,3,3,3,2,0,1,0,4,2,1,2,0,0,2,4,3,3,0,3,2,1,1,1,1,2,1,1,3,4,0,4,2,1,4,4,1,2,4,1,4,3,1
28,1,80,3,17,4,3,1,11,1,2,0,3,1,4,3,3,2,3,2,0,2,0,0,1,3,1,0,3,1,0,0,4,0,3,1,3,0,1,3,0,3,2,4,4,1,1,2,0,4,1,4,3,1,0,4,1,2,1,1,0,1,2,4,4,3,2,1,1,4,2,2,4,2,2,3,1,4,0,0
51,0,63,25,2,2,2,0,19,3,1,1,2,4,2,1,0,2,1,3,1,4,1,0,2,1,1,0,3,2,4,1,3,0,4,4,3,1,2,2,2,4,2,2,1,0,1,0,1,0,1,1,1,0,2,4,2,0,4,1,3,2,0,2,3,0,2,3,0,4,2,2,3,0,2,3,4,4,1,1
42,0,2,87,18,0,0,2,6,0,4,0,0,5,4,3,2,4,1,4,3,1,2,4,0,4,3,3,1,3,3,0,1,4,2,2,4,2,2,1,3,1,0,0,0,2,1,1,2,2,0,4,4,1,0,1,0,0,1,0,0,0,1,2,0,2,3,0,4,0,1,2,0,4,4,1,2,4,4,0
1,2,90,30,11,2,0,2,23,2,3,2,2,0,4,3,3,0,1,4,3,1,1,1,1,3,1,3,1,1,0,0,4,0,0,0,3,1,2,2,0,1,1,3,3,0,2,0,3,4,3,3,1,1,2,0,0,1,1,1,1,0,1,0,3,0,2,1,4,1,3,0,3,2,1,0,4,2,0,1
51,0,48,67,8,4,2,2,5,2,3,3,1,0,3,4,1,1,2,3,1,1,3,2,3,0,0,0,4,2,4,2,3,0,2,2,1,4,3,2,4,1,0,0,0,2,1,1,3,1,3,2,4,0,0,2,0,0,0,1,1,1,4,1,2,1,0,0,1,3,2,0,0,1,4,1,2,1,1,4
30,1,68,69,0,0,3,2,7,6,0,0,1,2,2,1,4,0,4,0,4,2,3,0,1,3,2,4,3,2,4,1,0,0,3,1,2,1,1,1,4,0,2,0,1,0,4,2,0,4,0,0,3,1,0,2,0,2,3,2,1,0,0,0,0,0,0,0,0,2,4,4,3,4,3,2,1,0,3,1
72,3,62,57,17,1,0,0,12,4,2,0,1,4,2,1,1,4,3,3,1,1,3,2,4,1,4,2,2,2,4,1,4,2,4,4,4,4,4,2,0,1,2,2,0,1,2,0,2,0,0,1,1,1,1,0,1,4,0,1,2,2,3,0,0,2,4,2,1,2,1,2,0,4,1,0,1,3,2,3
10,0,65,27,3,0,1,2,9,0,0,0,1,2,0,0,3,4,2,2,0,0,4,1,4,1,0,0,1,2,4,4,3,1,1,3,3,0,3,2,1,3,1,3,3,2,1,2,2,0,1,4,2,0,4,1,1,1,1,0,4,4,3,3,2,0,0,3,0,3,1,4,4,2,0,2,1,1,2,2
17,4,42,49,19,1,0,2,5,2,2,0,3,2,2,1,3,0,1,2,0,0,1,3,3,2,1,3,1,3,3,1,1,1,2,2,3,1,2,0,3,2,1,0,4,2,3,1,0,0,4,2,4,0,2,0,2,0,1,0,0,0,3,4,2,0,0,0,3,1,2,4,3,0,4,3,0,0,2,1
96,1,46,17,11,2,0,2,2,8,2,3,2,5,0,0,2,1,3,4,3,2,2,1,1,3,3,2,1,2,4,1,3,4,2,0,3,2,4,2,4,2,1,3,3,1,4,1,0,4,0,0,1,4,3,3,2,1,0,0,4,4,3,4,4,2,3,4,3,2,4,2,4,0,0,3,4,1,4,4
72,0,80,3,8,1,1,0,13,3,2,3,3,1,3,4,4,2,2,3,1,3,4,1,2,0,2,1,1,4,2,1,4,2,4,4,2,1,1,0,2,1,0,0,4,4,0,0,0,3,1,0,1,0,0,2,1,4,1,0,0,1,4,2,2,1,0,0,1,2,3,4,3,4,1,1,1,2,4,0
20,2,10,92,2,4,0,1,5,2,3,0,3,0,2,1,0,2,1,2,0,1,2,4,2,0,1,2,0,3,3,0,4,0,4,4,4,1,1,0,3,1,0,2,1,0,2,0,3,0,1,0,2,0,0,0,1,2,0,1,0,1,0,2,0,0,2,0,3,1,3,1,4,2,1,3,3,2,4,4
91,2,1,20,2,0,0,1,11,1,1,0,1,1,2,1,2,2,4,3,4,4,0,1,4,1,1,3,1,2,0,4,4,3,3,1,3,0,3,2,0,1,0,0,0,1,2,0,0,3,3,3,2,2,1,1,0,0,3,2,2,2,0,0,0,0,0,3,1,4,0,2,4,4,3,0,4,4,4,4
12,3,45,56,0,4,0,2,4,9,1,3,3,2,3,4,4,4,1,0,4,3,1,3,0,4,2,4,3,3,3,1,1,1,4,4,3,4,0,1,3,4,0,0,4,3,0,4,2,2,0,1,1,4,2,0,4,3,3,0,2,1,4,2,0,2,0,0,0,3,4,0,0,0,1,1,3,2,1,1
33,2,13,85,6,0,0,0,6,4,4,0,1,3,0,3,4,2,2,4,3,1,4,0,1,3,3,2,1,3,3,3,2,1,4,4,1,0,0,4,2,1,1,2,1,1,2,4,4,4,4,1,0,3,2,2,4,0,2,0,2,0,1,4,1,2,0,2,1,4,0,2,2,3,2,3,1,2,2,4
19,3,40,61,15,0,2,2,12,1,3,1,1,4,3,4,4,0,4,3,1,1,2,4,1,3,3,4,1,2,4,1,0,0,2,2,2,0,3,1,1,1,1,2,0,2,2,3,1,0,1,2,4,1,4,1,3,4,1,0,0,3,4,0,1,0,0,0,2,4,3,3,3,0,2,3,2,4,1,4
51,0,10,92,12,1,0,2,0,1,1,3,1,1,3,1,0,0,3,3,1,1,3,2,1,3,3,0,2,2,4,3,3,3,0,1,1,2,2,1,1,0,0,0,2,2,0,0,0,0,0,4,3,1,1,4,2,4,1,1,0,2,0,4,4,2,1,1,2,2,2,2,1,0,0,0,4,2,0,0
82,4,21,3,7,2,2,1,20,8,2,2,2,5,2,1,4,2,2,3,1,1,0,3,2,0,1,0,3,2,4,2,0,1,4,4,3,1,2,2,4,0,0,1,4,1,3,1,1,4,1,1,1,1,2,0,2,4,4,1,0,0,0,1,2,0,1,4,4,4,2,0,3,3,3,4,4,4,0,3
77,3,14,77,6,0,0,2,14,4,3,0,3,1,4,3,2,2,4,3,1,1,1,3,2,0,3,0,2,0,1,3,2,1,0,0,4,4,4,2,1,1,0,2,0,4,0,2,0,0,1,3,1,2,0,3,1,0,0,1,0,0,1,0,1,0,0,2,0,1,2,3,2,2,1,0,3,1,1,1
91,4,18,93,7,0,1,2,14,0,4,0,4,3,2,1,2,2,4,4,2,1,2,4,4,0,2,3,2,3,3,4,1,0,0,0,4,2,2,1,0,0,4,2,0,4,3,0,3,0,1,0,2,1,4,4,2,2,4,1,0,0,0,1,1,0,0,0,1,1,1,4,3,2,1,1,1,2,3,0
18,0,58,22,1,0,3,2,18,2,3,0,2,3,2,1,0,3,4,2,0,4,0,1,3,2,3,1,3,4,2,1,0,0,2,2,4,1,2,0,0,0,2,0,1,1,0,4,0,2,0,2,4,1,3,0,1,0,2,2,1,0,2,0,0,1,2,1,3,2,4,2,3,2,0,1,1,0,1,1
98,3,5,36,5,0,1,2,10,7,3,0,1,2,2,1,1,4,3,2,0,1,3,2,3,0,1,4,4,0,1,1,4,2,3,1,4,0,0,3,1,1,3,0,2,2,1,2,0,0,1,0,3,0,0,2,4,2,2,0,4,2,0,4,4,1,4,0,0,4,1,2,3,4,4,3,4,1,1,1
5,0,32,19,18,1,1,2,23,0,3,2,2,0,0,0,2,0,2,0,4,1,3,2,0,0,1,1,2,3,0,3,3,3,4,4,4,0,0,3,2,2,4,0,0,2,0,1,3,0,2,1,0,0,1,0,3,3,1,0,1,0,3,4,3,3,0,4,4,0,0,2,3,3,4,3,3,2,1,0
18,0,20,55,17,1,0,0,0,1,3,3,2,2,2,1,4,4,1,0,4,1,0,3,2,0,2,0,4,3,0,3,2,1,1,3,4,1,1,3,2,3,0,1,4,2,2,1,0,2,4,4,4,3,0,0,0,2,1,0,1,0,0,1,3,0,0,1,2,0,3,2,4,0,0,2,4,3,1,0
73,2,9,7,3,0,1,2,5,2,3,2,1,1,4,3,2,0,2,3,1,3,1,3,0,4,4,0,4,2,4,4,4,3,2,2,4,0,0,4,4,3,1,2,4,1,2,2,2,1,2,2,4,0,0,2,4,4,0,0,2,1,2,3,2,3,1,1,1,1,2,0,4,3,3,0,4,3,0,4
40,2,47,12,19,4,2,2,7,6,1,2,2,0,0,0,4,3,3,3,1,0,2,4,4,1,4,0,4,2,4,2,1,2,2,2,4,1,1,2,4,3,3,0,4,0,0,3,2,3,3,2,0,0,4,2,0,0,1,0,0,0,3,4,0,0,4,1,1,0,1,1,2,0,4,1,1,0,1,0
19,3,91,63,9,1,1,1,13,7,4,0,1,3,2,1,0,2,1,4,2,0,0,4,0,4,2,1,1,2,4,0,0,1,3,1,3,1,2,2,4,2,1,2,1,1,0,4,4,2,2,3,0,4,0,4,0,1,4,0,1,2,0,2,3,2,1,4,2,2,1,0,0,1,3,1,4,3,4,0
91,2,88,0,6,0,0,1,9,0,2,1,2,5,2,1,1,4,0,3,1,1,0,3,0,4,4,2,3,3,3,3,1,0,3,1,3,1,2,4,4,4,2,1,4,4,0,1,4,3,0,0,1,1,4,0,2,4,2,1,1,0,0,1,2,0,0,1,1,0,2,1,3,0,4,3,4,1,1,4
38,1,86,18,13,0,0,2,3,4,1,0,1,0,2,1,2,2,4,3,1,1,3,2,0,4,2,2,0,0,1,1,2,3,2,2,3,1,2,0,1,1,1,2,1,0,1,0,3,1,2,4,0,4,0,4,2,0,1,1,0,2,3,1,1,4,0,0,2,4,1,3,0,2,3,2,4,1,0,0
82,4,73,26,14,0,0,3,18,6,1,2,1,1,0,0,2,2,4,3,1,3,1,3,3,2,1,1,2,2,4,1,1,1,4,4,3,1,2,2,4,2,1,1,0,4,0,0,2,0,2,1,0,1,0,0,0,4,1,0,4,4,2,1,1,1,1,3,3,1,2,3,1,2,1,1,1,2,1,3
24,4,50,79,3,2,3,2,22,3,1,2,2,0,2,1,0,0,3,2,0,1,0,3,2,0,1,3,1,1,0,2,1,2,1,3,0,1,2,3,0,1,1,2,0,1,3,1,2,1,4,4,2,4,0,0,2,2,2,1,1,2,2,4,4,1,4,1,0,3,1,0,1,0,0,1,2,1,2,4
13,1,82,23,7,3,0,1,10,8,3,0,1,2,1,2,4,1,0,4,3,0,1,3,3,2,1,0,4,2,4,2,3,0,4,4,4,2,2,2,4,0,3,1,4,0,0,0,0,0,0,1,1,1,2,0,2,0,1,1,4,0,0,0,3,3,0,4,4,0,4,2,0,4,3,3,3,4,0,1
10,3,79,95,9,0,0,1,2,8,1,3,0,5,1,2,4,3,3,0,4,4,0,1,2,0,0,2,3,1,0,4,3,1,3,1,4,3,3,3,2,0,2,0,0,1,0,1,0,1,1,3,0,2,0,1,2,3,0,1,0,3,0,0,4,2,1,0,3,2,1,3,2,3,2,4,1,4,0,1
80,0,32,0,2,3,0,1,22,6,2,3,1,1,3,4,0,2,1,3,1,4,0,1,1,3,4,4,1,0,1,1,1,1,1,3,0,1,2,1,1,1,2,0,4,3,0,2,2,0,1,4,2,1,0,4,0,0,0,0,0,1,4,2,1,2,1,1,1,3,4,1,0,4,1,1,3,1,0,3
69,0,39,43,6,1,3,2,18,1,1,0,3,3,2,1,1,1,1,1,2,4,4,4,2,0,4,3,2,1,0,0,3,2,1,3,2,1,1,3,0,2,0,2,1,3,1,0,4,0,1,4,2,0,3,0,0,2,4,2,1,2,0,1,0,2,4,0,2,1,3,3,3,3,4,1,4,2,0,0
19,3,48,67,8,0,2,1,2,0,1,0,3,3,0,0,3,2,3,1,2,0,1,3,0,4,1,3,1,2,4,2,3,0,4,4,3,4,0,0,4,2,1,0,0,2,0,4,4,0,0,1,1,0,0,0,4,2,0,0,1,4,3,4,0,0,2,4,1,1,4,0,1,3,1,2,4,3,3,4
48,3,85,38,4,4,3,2,12,1,3,0,1,2,3,4,2,0,2,3,1,2,0,0,0,4,1,2,0,0,1,1,3,4,3,1,3,1,2,2,1,2,3,3,4,1,0,2,2,0,2,0,0,0,0,0,0,0,1,3,0,3,4,1,2,2,4,1,2,4,2,2,1,1,0,1,1,2,2,0
79,4,5,36,17,0,2,2,14,4,2,2,0,1,1,2,0,2,1,3,2,0,3,2,0,4,2,3,2,3,3,4,4,3,2,2,4,0,0,1,4,2,1,0,0,1,2,0,0,0,2,3,0,1,4,2,0,1,3,1,0,3,2,2,3,2,1,0,1,1,1,0,2,2,1,2,0,4,3,4
62,1,68,69,5,4,2,0,4,5,4,0,2,4,2,1,4,4,1,1,2,4,4,4,2,0,0,1,4,1,0,0,1,1,3,1,4,1,1,0,3,3,3,2,0,0,4,3,3,0,2,2,2,1,0,0,0,1,0,0,3,0,3,2,3,2,1,1,0,2,4,4,0,1,3,1,1,4,0,1
49,4,18,93,0,4,1,0,10,1,1,0,1,0,3,4,4,2,2,0,4,2,0,0,1,3,2,0,4,3,4,2,1,2,4,4,4,1,1,0,4,1,0,0,1,4,2,3,4,0,1,2,1,2,4,0,0,3,3,3,4,2,0,2,4,1,0,3,1,2,4,1,4,2,1,2,2,2,2,0
68,3,9,7,7,1,3,2,23,2,1,0,1,0,4,3,2,2,4,4,3,0,1,3,1,3,4,1,0,1,0,1,1,1,4,4,4,4,4,3,1,1,0,1,4,3,0,0,3,4,3,0,1,0,2,3,1,0,0,3,0,0,1,1,1,0,1,1,1,2,2,3,3,1,2,3,2,2,0,1
11,4,9,7,17,3,0,2,23,2,3,2,2,0,2,1,4,0,4,1,2,4,1,0,1,3,1,1,2,2,4,4,3,1,1,3,3,0,1,2,4,2,0,1,3,4,0,0,4,0,1,4,2,0,2,2,0,1,4,0,1,0,0,2,0,2,1,0,1,2,2,0,3,3,0,1,3,4,1,0
75,0,4,21,7,2,2,0,11,0,1,2,4,4,2,1,0,0,3,2,0,1,2,4,1,3,3,1,1,1,0,2,4,4,3,0,4,4,1,0,2,1,0,0,1,4,0,3,1,0,3,0,0,3,4,0,1,2,1,1,4,0,0,4,4,2,1,0,2,4,2,0,2,0,3,2,4,4,2,1
49,4,9,7,4,4,3,2,17,5,2,0,1,4,2,1,3,1,0,3,1,0,0,1,3,2,0,4,2,0,1,2,0,1,1,3,3,4,0,2,1,2,2,3,1,1,2,3,3,2,0,4,2,0,2,2,1,4,0,1,0,2,0,0,0,0,0,0,3,2,4,3,4,0,2,3,1,0,1,0
35,0,8,4,7,0,2,1,17,4,3,3,0,1,4,3,0,0,3,4,0,1,0,4,2,0,0,2,3,4,2,4,1,0,4,4,4,1,2,0,2,0,0,0,2,0,0,2,1,2,1,0,1,4,3,4,2,0,1,2,0,1,1,4,0,1,0,0,1,0,3,0,2,4,4,1,4,1,3,3
52,2,97,44,12,2,3,2,16,8,0,0,0,4,0,0,2,3,0,3,1,4,0,1,2,2,1,0,3,0,3,3,3,3,3,1,3,2,4,1,4,4,0,0,0,0,2,3,2,0,0,1,3,3,0,3,0,0,2,2,0,4,3,1,0,3,1,0,0,4,2,3,0,2,4,1,0,2,0,4
83,0,47,12,12,0,3,2,18,2,0,2,1,1,2,0,2,0,2,0,4,1,4,0,4,1,0,3,0,0,1,1,1,1,1,3,3,1,2,1,3,1,4,2,4,2,0,0,0,0,3,4,1,0,4,4,0,0,3,2,1,0,2,3,2,2,1,1,4,0,4,0,1,4,2,1,4,1,4,1
54,3,20,55,19,0,1,0,2,7,2,3,0,0,1,2,2,2,4,0,4,4,0,1,4,1,2,1,1,3,3,1,1,1,1,3,3,3,1,1,3,0,1,3,3,1,0,0,3,3,3,2,3,0,0,2,3,0,0,4,0,3,2,0,1,1,0,2,0,2,2,0,3,2,0,2,3,1,2,1
51,0,57,96,6,4,0,1,2,8,3,3,1,5,4,3,3,3,4,2,1,1,2,4,4,1,0,1,4,3,3,3,1,0,0,0,0,4,0,1,3,0,2,2,0,0,1,1,1,0,0,0,0,0,1,2,4,4,0,1,3,0,2,0,0,4,0,4,0,2,1,1,0,3,2,1,4,2,4,0
19,3,44,35,8,4,2,2,19,3,3,0,1,2,3,4,4,4,1,0,4,0,1,3,1,3,3,0,2,2,4,3,1,0,0,0,2,1,1,2,4,1,0,0,0,2,1,1,2,0,3,0,1,4,0,2,0,3,0,0,1,3,2,2,0,1,2,0,0,1,3,1,3,3,4,0,1,1,4,3
37,4,2,87,4,3,3,3,13,1,1,2,4,4,3,4,0,0,3,4,3,1,4,0,0,4,1,4,4,2,4,4,3,1,3,1,2,3,0,3,4,4,3,4,2,4,3,3,1,2,2,0,4,2,1,2,0,0,1,2,0,1,4,4,4,2,2,1,1,2,1,4,3,4,1,0,3,3,4,0
52,2,26,80,17,4,3,2,13,9,3,0,2,0,2,1,3,2,0,3,1,2,3,3,3,2,1,3,1,1,0,1,0,0,1,3,1,3,4,2,0,2,0,0,4,0,0,1,2,0,4,0,2,3,4,3,1,4,0,2,0,0,0,1,1,4,2,0,1,2,3,4,4,0,0,3,4,4,1,1
1,2,64,70,0,2,0,2,19,3,4,0,1,3,2,1,4,2,2,3,1,1,1,1,1,3,3,1,3,0,1,2,3,0,0,0,4,1,1,1,1,0,2,3,1,0,2,4,0,0,4,3,3,0,3,0,1,0,0,1,0,2,3,1,4,0,2,1,0,0,3,0,4,4,2,3,4,4,1,0
51,0,65,27,2,2,2,0,2,7,4,0,4,3,4,3,4,2,2,2,0,3,0,0,3,2,3,3,0,0,1,1,3,4,4,4,2,4,2,2,2,0,3,3,4,2,4,4,4,0,0,1,2,0,4,4,1,0,1,1,3,0,1,3,1,4,3,0,4,3,2,1,4,4,3,1,3,4,2,1
