column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column53,column54,column55,column56,column57,column58,column59,column60,column61,column62,column63,column64,column65,column66,column67,column68,column69,column70
55,2,49,4,2,3,0,2,20,5,1,3,3,5,3,3,4,3,0,2,4,2,0,0,3,4,3,4,1,1,4,2,2,0,1,4,1,2,1,1,0,0,4,3,2,2,1,4,3,0,1,1,3,1,0,2,0,0,1,3,2,4,0,0,1,0,2,2,4,2
86,3,7,84,13,1,1,0,22,8,0,2,0,2,0,0,4,3,0,1,0,4,4,1,2,0,2,1,4,0,0,2,3,3,0,1,3,1,3,1,0,0,2,0,1,3,3,0,4,0,0,0,3,0,3,0,0,1,1,4,3,2,1,2,0,3,4,2,1,2
36,4,70,5,1,2,3,0,20,0,4,0,0,3,1,4,1,4,4,0,2,3,3,3,1,2,1,0,1,4,3,4,2,2,4,0,1,3,2,2,2,1,0,2,1,1,1,1,2,4,0,4,2,1,3,2,3,1,4,3,1,2,4,2,0,4,3,1,1,0
68,3,67,67,2,4,1,1,18,5,0,0,4,1,3,3,3,2,2,4,1,2,2,2,4,3,1,2,0,3,4,0,3,4,4,1,1,4,0,1,2,2,3,4,0,1,4,1,0,0,1,3,2,1,0,4,4,3,1,1,3,0,4,1,0,4,3,2,0,0
74,1,74,0,10,0,3,0,16,0,2,2,3,4,4,1,1,1,0,2,4,1,1,0,3,4,1,1,4,2,1,2,0,2,4,4,2,1,1,1,1,4,1,1,1,0,4,1,3,2,0,1,2,1,4,0,3,3,0,3,0,1,4,3,4,2,3,1,1,4
27,4,23,15,5,0,0,1,2,0,3,1,3,3,0,0,0,2,1,2,0,2,0,0,0,1,1,4,3,0,2,1,3,2,0,3,1,0,0,3,2,0,0,3,0,1,2,1,0,1,0,1,0,0,0,3,0,0,2,3,1,2,4,2,1,3,4,3,0,4
15,2,40,85,6,2,3,1,20,4,0,1,2,2,4,1,3,1,3,4,1,1,3,4,2,0,0,0,3,4,3,3,1,4,2,2,3,0,1,0,4,4,1,0,1,2,3,1,0,1,4,4,1,1,4,0,1,1,0,1,2,1,2,4,2,4,2,0,1,0
85,1,95,0,0,1,1,3,12,2,0,1,3,5,4,1,4,2,1,0,2,4,3,4,0,1,4,2,1,2,1,3,4,0,2,2,1,0,2,3,2,0,0,1,1,0,2,4,0,1,3,0,2,3,4,2,3,2,3,0,1,1,2,2,3,3,4,1,3,0
28,3,30,68,0,4,3,1,11,5,0,1,0,0,1,4,2,1,1,1,0,1,4,1,1,2,3,0,0,0,0,2,4,1,0,1,3,3,2,0,0,1,3,0,0,1,0,0,1,1,2,0,0,2,0,0,2,2,4,1,2,3,1,4,3,2,3,3,1,3
3,0,39,71,5,2,1,0,18,2,0,3,4,4,3,2,3,1,3,1,0,1,4,1,2,0,2,1,4,3,2,3,2,2,0,3,1,0,1,0,2,0,0,1,4,4,2,0,1,4,1,0,1,4,4,0,2,1,3,1,3,1,1,3,3,3,0,3,1,2
87,2,81,35,18,1,3,1,7,0,3,2,1,4,1,4,3,1,3,4,1,0,1,1,3,4,1,4,3,1,4,3,3,1,1,1,1,0,1,3,0,0,2,2,1,2,0,0,0,1,1,3,1,4,4,3,4,2,2,4,2,1,4,3,0,1,2,4,2,4
83,1,41,40,18,1,3,1,20,4,4,1,1,0,3,3,2,3,4,4,1,3,4,2,3,4,3,4,1,3,1,1,0,4,0,1,3,0,1,0,1,1,0,4,4,4,3,4,2,3,4,0,3,1,3,3,0,3,2,4,1,2,4,3,0,4,4,3,4,4
72,0,72,74,15,0,1,2,22,1,2,1,0,4,4,0,2,3,4,3,3,0,4,2,2,0,3,1,3,3,3,3,2,3,3,1,4,1,1,4,4,3,0,3,3,4,3,0,0,3,1,4,0,2,0,3,1,4,0,4,0,0,1,2,0,3,4,3,0,4
33,2,43,64,4,0,1,0,12,3,0,0,4,1,4,1,3,2,2,0,2,2,3,3,0,1,1,3,2,3,2,1,3,2,0,0,1,2,4,4,0,0,0,1,0,1,2,0,4,2,0,1,0,0,0,0,3,0,1,0,0,3,3,3,1,3,1,0,0,0
6,0,53,0,18,0,0,1,14,3,4,3,1,5,2,2,3,2,2,0,2,4,4,1,4,3,4,3,3,4,3,1,0,4,0,1,1,0,0,4,4,0,3,1,3,0,3,1,0,2,0,0,2,1,0,3,0,1,0,1,3,1,1,2,3,3,2,4,1,2
64,1,62,63,1,0,0,1,0,2,2,1,0,4,4,1,3,1,3,3,3,4,4,1,4,3,4,1,4,4,0,1,1,1,0,1,3,0,1,3,0,0,1,0,3,0,4,0,2,1,2,2,3,4,1,2,1,0,3,1,3,2,3,4,0,3,4,2,4,4
40,3,7,84,5,2,1,0,1,4,3,1,1,5,3,3,2,2,2,1,0,4,0,3,3,4,3,3,4,0,0,0,4,1,4,3,1,2,2,0,4,0,3,2,0,1,0,0,4,0,1,0,1,4,1,0,2,1,1,1,0,2,3,3,3,3,4,3,2,1
97,3,25,23,3,1,1,2,23,4,0,0,1,2,4,1,2,3,4,0,2,1,2,3,2,0,0,0,0,3,2,1,2,1,0,3,0,1,0,4,2,1,1,1,4,2,4,0,2,0,0,0,0,2,0,4,0,4,1,1,1,4,0,4,0,3,4,4,1,1
32,4,70,5,0,3,3,1,20,4,2,0,2,0,4,1,4,4,3,0,2,3,3,1,4,3,1,0,1,0,0,3,1,4,1,3,3,3,1,2,3,0,0,1,0,1,0,1,1,4,1,2,0,2,3,2,0,1,2,1,1,3,0,4,3,3,3,2,2,4
84,4,0,7,16,2,0,0,24,0,1,2,0,4,3,3,1,4,4,3,3,3,1,4,3,4,3,1,3,3,2,4,1,1,1,0,3,0,1,1,4,2,3,4,0,4,4,1,0,1,1,1,3,4,4,3,1,4,0,4,0,0,2,0,3,4,2,0,2,4
96,0,20,39,18,4,1,3,1,8,4,1,0,1,4,1,0,4,4,2,4,1,2,3,3,0,2,2,3,3,2,3,0,3,4,1,1,2,1,1,0,0,1,3,4,1,0,4,4,3,0,0,1,0,0,0,0,0,0,0,4,1,0,3,0,1,3,3,0,2
86,3,50,46,5,2,1,1,10,8,2,3,0,3,3,3,2,1,1,3,3,4,3,4,3,4,3,4,1,3,2,0,4,1,3,0,0,0,1,0,2,2,0,3,4,3,4,3,2,1,1,1,3,2,4,2,1,4,1,1,3,4,0,2,0,4,1,2,2,1
17,0,50,46,11,4,1,0,18,2,0,1,4,1,4,1,3,1,3,1,0,3,4,2,1,2,2,4,2,0,0,3,2,2,3,0,0,1,2,0,0,0,2,1,3,1,0,3,0,0,1,2,0,0,0,1,2,1,3,1,1,0,3,1,2,3,3,3,1,2
55,1,45,91,6,2,3,0,6,1,1,0,3,1,4,0,3,3,1,2,4,4,1,0,3,3,3,3,4,4,3,0,3,4,0,3,0,2,0,2,1,1,1,3,4,3,0,1,1,1,1,0,2,2,1,3,4,0,0,1,0,0,0,1,1,0,3,0,2,3
48,1,22,1,18,1,3,0,2,7,4,0,1,1,1,4,3,2,2,2,0,3,0,0,3,4,1,1,4,3,2,1,1,1,1,1,0,2,1,1,0,1,2,2,2,3,4,3,4,4,1,1,0,0,0,0,0,1,1,0,0,1,2,4,4,0,3,3,2,2
83,1,53,57,11,0,3,2,7,3,0,0,2,3,4,1,3,3,1,2,0,4,4,1,2,4,2,2,3,0,0,0,2,0,1,0,2,3,4,2,1,1,2,0,1,0,2,0,1,1,3,2,0,3,4,0,2,1,0,4,1,3,4,4,2,0,0,3,2,4
31,1,81,35,19,2,0,2,12,6,0,1,3,5,4,0,0,3,3,4,1,4,4,1,2,0,2,3,0,0,0,3,1,4,0,3,1,4,3,1,0,2,1,3,3,0,3,1,2,0,2,2,0,0,0,2,0,3,0,3,1,2,2,4,0,4,2,3,0,0
1,4,27,92,1,0,0,1,20,4,2,2,4,1,4,2,1,2,3,3,3,3,2,3,3,4,3,3,4,0,0,3,2,2,4,0,4,4,2,0,4,0,4,0,1,1,2,0,1,1,1,0,1,2,4,2,1,4,1,1,2,1,4,3,2,4,2,0,0,2
57,0,82,22,7,3,3,1,23,8,4,3,2,2,3,3,3,3,1,2,4,1,2,3,2,3,2,4,2,3,2,3,3,1,2,3,4,1,1,1,4,1,3,3,3,0,4,0,1,0,0,0,2,3,1,0,3,0,2,4,3,2,0,4,2,1,1,3,0,1
31,1,87,37,11,4,1,1,8,4,0,2,4,1,4,1,1,2,3,4,1,4,1,0,3,1,2,2,3,1,4,3,1,4,2,4,0,2,0,4,2,0,1,1,1,3,3,1,2,2,2,3,4,2,4,3,0,2,2,0,2,2,4,1,1,4,1,1,1,2
29,2,10,88,16,2,3,2,16,5,3,1,1,5,3,3,1,3,2,2,4,3,4,2,2,0,4,0,0,0,0,1,3,2,0,0,0,0,1,1,4,1,0,3,0,0,2,3,0,2,1,0,0,0,2,4,1,0,1,3,1,2,1,2,0,3,4,0,0,0
29,1,23,15,1,3,0,0,1,4,0,3,0,0,4,1,3,1,3,2,4,1,0,2,3,4,2,3,0,0,0,0,4,1,0,1,0,0,1,1,2,4,0,1,4,3,3,3,2,1,2,2,0,0,0,0,0,0,1,1,3,1,4,2,0,3,4,1,2,2
84,4,10,88,2,1,2,0,6,1,2,1,0,1,0,0,1,3,2,3,3,3,4,2,1,2,4,4,2,0,0,2,3,3,0,0,1,0,2,0,1,0,1,3,2,1,1,0,4,3,1,0,3,0,0,0,0,1,0,2,2,1,1,2,0,3,0,1,0,4
36,4,11,69,18,4,1,3,19,3,4,1,2,4,4,1,4,1,4,0,2,0,2,4,3,4,4,4,2,3,2,4,0,4,2,1,4,1,3,0,0,0,2,1,1,1,2,0,0,3,2,3,2,1,0,1,0,1,1,3,1,1,1,3,3,4,4,3,0,2
30,3,32,90,1,1,1,2,17,8,2,0,1,4,3,3,1,0,1,0,2,4,3,4,3,4,3,4,1,4,3,1,4,3,1,0,3,1,3,1,2,2,0,3,4,1,0,2,1,4,0,0,2,0,3,2,3,2,2,1,2,4,4,3,1,4,4,0,1,4
81,2,17,70,2,2,3,2,12,6,0,1,1,1,3,3,1,3,2,1,0,4,0,3,1,2,3,2,2,3,2,3,1,4,4,1,1,2,1,2,0,4,0,3,0,3,1,1,0,2,0,1,3,2,4,1,2,1,2,3,2,1,2,2,4,3,4,2,0,2
67,4,2,6,5,3,0,2,0,1,4,1,2,3,1,4,2,0,3,2,4,3,3,1,1,2,1,0,1,0,0,2,0,2,1,0,2,4,2,2,4,0,2,2,1,4,2,1,0,4,1,2,1,2,0,2,1,1,0,2,3,4,4,3,4,0,0,3,0,0
86,3,75,81,19,0,3,1,21,3,2,1,1,5,4,1,0,2,1,4,1,3,3,1,4,3,2,4,2,1,4,1,4,3,1,1,1,0,1,3,1,4,1,0,0,1,3,4,1,2,2,4,1,4,0,1,4,3,0,1,3,2,1,4,3,4,2,3,1,4
3,0,89,42,9,0,1,2,2,9,2,1,1,5,0,0,1,2,3,4,1,4,2,2,0,1,3,0,0,4,3,2,0,2,3,0,0,0,3,4,0,0,2,0,3,0,2,1,1,0,0,4,1,4,2,4,1,1,4,3,3,2,1,3,1,0,0,3,0,2
88,2,10,88,11,1,2,0,1,1,0,0,0,4,1,4,3,3,1,0,2,1,4,1,1,2,3,0,0,4,3,3,0,3,1,2,1,1,0,2,3,1,2,2,4,2,0,2,1,0,3,2,0,3,2,4,3,3,4,2,0,1,0,4,2,0,1,3,2,2
61,3,41,40,2,2,1,1,22,3,4,2,3,0,4,1,3,0,4,0,0,4,3,4,0,1,1,4,3,3,2,4,3,0,2,0,2,0,3,0,4,2,1,1,0,0,2,4,2,2,0,3,1,1,0,0,2,1,2,4,1,3,2,0,0,3,1,1,4,4
33,2,11,69,15,2,3,0,12,3,4,0,1,1,3,3,4,0,2,3,3,4,4,1,3,4,3,3,4,2,1,3,1,4,1,0,1,2,4,3,1,0,0,4,0,0,3,1,0,2,4,1,0,1,4,0,1,4,1,4,3,1,0,4,0,4,2,0,1,0
4,0,52,59,18,1,3,1,13,1,2,1,1,5,4,1,4,2,1,2,4,4,0,3,2,0,3,4,1,4,3,2,4,1,4,2,0,1,0,1,3,0,0,1,2,1,0,0,1,3,4,2,2,2,3,2,0,4,4,1,4,1,3,4,1,4,0,4,1,2
68,3,39,71,14,3,1,2,19,9,4,2,0,3,4,1,4,0,2,4,1,1,2,3,2,0,4,3,3,0,2,2,0,2,0,0,4,0,3,4,0,0,0,1,0,1,1,3,4,2,0,1,1,4,1,3,4,0,0,3,3,2,1,1,3,3,3,1,2,3
15,2,82,22,10,4,0,0,3,0,3,1,2,2,0,0,1,4,4,0,2,1,0,2,3,4,1,4,3,0,2,4,0,4,3,1,0,1,3,0,0,0,1,3,2,2,3,0,2,1,1,0,0,3,4,0,0,2,0,3,1,1,1,2,0,0,2,2,0,0
0,2,42,2,7,2,1,2,23,4,3,3,1,2,1,4,3,4,0,2,4,1,3,4,0,1,4,4,2,0,0,2,2,0,2,2,3,1,4,3,2,2,0,2,2,1,2,4,3,0,2,0,0,1,0,1,0,4,2,1,3,2,0,2,0,0,0,1,2,2
35,0,33,43,1,4,3,2,19,9,2,2,1,3,3,3,4,1,0,3,3,2,2,2,3,4,1,2,0,3,2,1,1,1,3,0,4,4,1,0,1,4,0,4,4,0,0,0,3,0,1,0,0,2,0,4,1,4,4,3,1,2,2,3,0,4,0,3,2,4
20,2,24,86,2,0,1,0,0,9,2,0,4,1,1,4,2,3,4,0,2,1,4,4,2,0,2,4,2,0,0,3,0,3,0,1,1,1,3,4,2,1,2,2,2,2,3,4,2,0,2,0,0,2,1,0,3,2,0,3,2,0,3,4,0,4,1,1,0,2
63,4,42,2,13,3,0,0,16,0,2,1,0,4,1,4,1,4,0,4,1,3,2,3,3,4,1,1,4,0,0,3,2,2,1,1,4,1,1,1,0,0,2,2,0,4,2,0,1,2,2,1,1,1,1,0,3,3,2,3,2,2,4,2,1,2,4,1,2,2
56,3,67,67,15,1,1,0,22,8,2,2,0,1,2,2,3,2,2,3,3,4,4,1,3,4,1,0,1,0,0,1,4,3,2,0,0,2,2,1,2,0,0,0,4,1,3,2,0,2,4,2,4,1,0,2,1,4,1,0,1,2,2,1,2,1,0,2,0,3
77,2,85,51,12,2,3,1,12,9,0,2,1,4,4,1,2,3,1,3,3,3,0,1,1,2,1,1,4,1,4,2,1,4,0,4,1,1,2,2,2,4,1,0,2,4,3,0,0,1,2,1,0,2,4,0,0,1,3,0,1,4,1,2,1,4,3,4,2,1
79,4,31,58,15,2,2,0,2,7,4,3,2,2,3,3,3,4,0,1,0,4,3,4,3,0,1,4,3,0,0,2,3,3,1,0,3,1,0,1,1,3,0,4,1,4,0,1,1,0,1,0,3,4,4,0,2,0,1,0,2,2,4,1,0,3,4,1,2,2
73,1,63,77,0,4,2,0,22,8,2,1,4,5,4,1,4,3,0,0,2,2,1,1,4,3,2,3,0,1,4,3,0,3,0,1,1,0,0,1,3,3,0,1,1,3,0,2,3,0,2,3,0,0,0,0,0,2,0,1,1,0,0,3,2,3,3,3,0,0
68,3,9,73,4,4,2,1,12,9,0,3,0,0,4,1,1,3,2,2,4,4,0,3,4,3,0,1,2,1,4,1,2,0,4,2,2,0,0,2,1,3,0,1,0,3,4,1,4,0,0,3,0,0,0,1,0,0,4,2,1,3,4,2,3,3,4,2,4,0
68,3,71,55,10,1,2,1,11,5,4,3,1,5,3,3,2,1,1,0,2,2,4,4,1,2,1,2,2,0,0,3,4,1,1,0,0,2,1,2,3,3,3,4,4,3,2,3,1,4,1,1,1,1,1,1,3,2,1,2,4,0,4,3,0,3,2,1,1,1
5,3,50,46,1,1,1,1,6,0,0,0,4,1,3,3,2,3,4,2,4,0,1,1,3,4,4,4,2,0,0,1,0,4,1,1,1,1,2,1,0,3,1,3,4,2,3,1,0,1,3,0,0,1,4,1,0,3,1,3,3,2,1,4,0,3,4,3,4,0
28,3,82,22,1,3,0,0,3,0,0,3,0,0,4,1,0,3,3,4,2,0,0,0,3,4,1,3,2,4,3,1,2,0,0,0,3,0,1,0,0,2,1,1,4,2,2,4,0,0,0,0,2,3,1,1,3,2,0,0,1,2,2,0,1,3,4,1,3,1
85,1,65,65,0,0,0,0,1,4,0,2,2,2,4,1,4,3,0,0,2,0,3,3,2,0,2,2,3,4,0,3,1,1,4,3,0,0,3,1,0,0,1,0,1,0,4,3,3,0,1,3,1,1,0,3,0,1,1,3,3,3,3,3,1,0,0,3,0,2
15,2,63,77,2,3,1,1,1,5,0,0,3,5,0,0,0,3,1,0,2,4,1,0,3,4,3,4,1,4,3,1,1,1,1,3,0,2,2,0,0,2,1,0,0,1,0,3,0,1,0,4,4,3,0,2,3,3,4,2,1,0,3,0,2,4,3,3,0,2
48,1,11,69,4,4,2,2,14,0,2,3,0,1,1,4,0,3,3,0,2,0,1,1,1,2,1,2,0,3,2,2,0,0,1,1,0,2,2,0,4,3,0,0,1,3,1,4,1,0,1,1,1,0,2,4,0,1,0,3,1,2,3,2,1,4,3,4,0,2
48,1,82,22,16,4,0,3,20,7,1,0,3,0,3,3,3,1,3,2,4,3,4,2,0,3,3,1,3,0,0,3,0,3,3,1,0,3,0,1,4,1,0,0,3,3,0,1,4,4,1,0,3,3,4,3,0,1,2,0,1,1,3,0,3,2,4,3,1,3
88,4,35,21,7,3,3,0,20,0,0,0,1,2,3,3,1,3,2,0,2,2,4,4,3,4,1,1,4,0,0,0,3,1,0,4,0,1,4,1,1,4,0,2,2,4,4,3,4,0,1,0,3,2,1,0,3,2,2,0,1,0,4,2,4,1,1,3,0,2
96,2,26,1,9,3,1,1,8,4,0,0,0,0,4,2,0,1,2,0,0,2,2,1,3,1,3,0,3,2,1,3,2,2,1,0,3,3,4,3,1,0,1,0,2,2,2,1,0,0,0,1,1,0,0,0,2,1,1,1,0,0,2,2,1,4,0,1,3,2
94,2,64,36,18,1,3,1,2,6,4,0,3,4,3,3,3,3,1,3,3,2,1,1,3,4,1,4,3,3,2,1,0,4,0,0,1,1,1,0,0,1,0,4,0,2,0,0,1,1,0,1,2,1,4,3,1,4,2,3,3,3,2,3,1,3,3,3,3,4
76,2,59,13,10,3,1,2,23,4,2,3,0,3,4,4,1,3,2,2,4,2,0,0,0,1,4,1,2,0,0,2,3,3,0,4,4,4,0,1,4,0,2,0,2,3,0,0,4,3,1,2,3,4,0,1,0,0,2,1,2,0,4,4,0,0,0,3,0,2
35,0,39,71,13,1,1,1,13,1,2,3,0,3,4,1,3,3,1,1,0,1,0,2,3,4,1,4,3,1,4,3,0,3,0,0,2,3,4,0,0,0,1,2,2,4,3,4,1,0,2,3,0,4,1,0,0,0,4,1,1,1,2,2,4,3,4,1,1,2
64,1,19,25,2,3,0,1,3,9,2,3,0,3,0,0,3,3,1,0,2,4,4,1,1,2,3,3,4,4,0,3,1,4,0,0,2,4,3,4,4,0,2,0,1,3,1,1,0,3,4,0,4,0,0,0,3,2,3,3,1,3,4,2,0,4,0,0,0,2
11,3,98,66,19,3,1,1,22,5,0,1,1,3,2,2,0,3,3,3,3,3,2,3,4,3,1,2,0,3,2,1,1,2,4,3,4,4,0,2,0,2,4,1,1,3,1,1,4,0,0,1,3,3,0,0,0,4,4,1,0,1,1,2,0,1,4,4,3,0
68,3,98,66,9,0,0,0,14,6,2,2,1,3,3,3,4,1,4,4,1,4,4,1,1,2,4,2,1,2,1,1,1,1,2,1,2,0,2,2,4,1,0,4,0,1,4,3,2,3,1,1,0,3,0,2,4,1,2,1,1,0,0,2,0,0,4,2,4,2
43,4,89,42,3,1,1,1,22,3,4,1,3,2,0,0,1,1,0,2,4,1,0,2,1,2,2,2,3,1,4,3,0,3,0,0,0,0,1,0,1,2,0,0,1,4,0,1,3,0,2,1,1,4,4,3,4,1,1,3,2,1,4,4,0,3,4,3,1,2
76,0,82,22,9,3,1,1,19,0,1,0,4,5,4,1,4,1,4,4,2,2,3,3,0,1,3,4,1,3,2,1,2,0,2,3,1,0,4,3,0,1,1,0,3,1,1,1,3,3,0,1,2,3,0,2,0,2,0,4,3,2,3,1,1,4,4,1,0,1
95,0,23,15,5,2,1,0,5,8,0,3,0,0,1,4,0,2,1,1,0,4,4,1,3,4,1,1,4,4,3,2,1,4,1,1,0,0,2,1,4,2,2,0,0,1,0,0,0,3,1,4,0,0,4,3,2,1,2,1,1,1,1,0,0,3,2,1,3,0
91,1,3,31,6,2,3,1,3,9,1,2,0,4,3,3,3,1,0,1,0,0,0,0,3,4,2,3,0,4,3,3,2,0,1,4,4,1,4,0,1,1,0,3,1,0,1,0,0,0,1,0,2,0,0,4,0,1,3,3,2,1,0,1,4,3,2,0,4,0
57,0,97,97,1,0,2,1,15,9,2,1,0,4,3,3,4,4,3,0,0,4,3,4,2,4,3,0,0,1,1,1,0,4,2,2,4,0,1,1,3,1,1,4,2,1,3,0,0,0,3,0,0,0,0,0,2,1,2,2,2,4,0,4,0,4,4,3,2,3
7,2,21,26,6,4,1,0,6,1,4,0,0,3,3,3,3,1,4,1,0,4,1,0,1,2,1,3,0,0,0,4,1,1,0,3,4,0,2,0,2,2,3,3,2,1,0,3,0,3,2,2,3,2,0,4,0,1,0,1,2,3,0,0,0,4,3,1,0,2
84,4,13,89,18,0,0,0,16,0,0,3,0,0,3,3,3,3,1,3,3,2,1,1,2,0,1,2,0,2,3,3,0,3,0,1,3,3,0,4,4,2,0,3,1,1,0,2,1,1,0,4,4,2,0,0,0,4,0,4,2,1,0,1,2,1,3,2,3,2
35,0,17,70,16,4,0,0,12,3,0,0,1,2,2,2,3,1,3,0,2,3,3,1,3,4,3,2,2,1,0,0,2,0,4,3,3,0,4,0,0,0,4,0,3,1,1,1,1,4,0,2,3,0,0,0,3,2,3,3,2,1,1,3,1,3,4,2,0,4
29,2,80,20,19,4,3,0,16,1,2,2,0,1,1,4,3,4,0,4,1,3,4,2,0,0,3,1,3,0,0,4,3,0,0,1,0,2,3,4,0,4,2,2,0,1,3,4,0,2,3,0,4,1,4,0,4,3,0,2,0,1,2,3,4,3,2,1,0,2
34,0,95,45,16,4,0,0,14,1,0,2,3,3,1,4,4,2,1,4,1,0,4,2,4,3,2,3,0,4,3,2,4,1,3,0,2,4,0,4,4,2,2,0,3,0,4,0,1,4,4,1,0,4,0,4,3,2,4,2,1,2,0,1,3,0,2,1,0,4
36,4,51,17,7,2,1,1,18,5,2,0,3,0,4,1,4,0,2,0,2,1,4,1,2,0,3,1,3,4,3,1,2,0,1,1,2,4,3,0,2,3,1,1,1,1,1,3,4,2,1,4,0,0,4,3,0,2,1,2,1,2,1,2,0,4,3,1,0,2
49,2,80,20,14,1,2,0,7,6,1,1,1,3,4,1,3,2,2,2,4,1,2,3,3,4,1,3,2,0,0,2,0,2,4,1,2,4,1,0,1,1,1,1,2,1,0,4,4,2,0,0,0,1,1,1,0,3,2,0,1,0,1,0,1,0,4,1,4,2
40,1,91,0,12,4,2,1,10,8,2,1,2,2,1,4,3,0,4,0,2,1,3,4,3,4,4,1,4,3,2,3,1,4,2,0,3,0,2,1,1,3,0,0,2,0,0,1,2,1,1,1,0,0,1,0,0,1,2,0,4,1,0,4,0,1,4,2,1,4
79,4,95,0,12,3,0,3,5,4,1,2,1,2,0,0,0,2,1,1,0,4,3,4,2,0,3,0,0,0,0,0,3,4,1,0,3,1,0,0,4,0,2,0,1,0,3,1,0,0,1,2,0,1,2,0,2,0,0,4,2,0,1,3,0,2,3,1,2,1
31,1,85,51,10,0,3,0,17,4,0,2,3,3,4,1,4,3,0,4,1,3,2,3,1,2,4,3,3,2,1,2,0,2,4,3,2,4,2,2,1,4,0,1,1,3,2,1,3,0,0,0,0,1,0,3,4,2,2,0,3,0,4,4,1,0,3,2,0,4
37,1,44,34,2,2,3,0,2,7,3,0,2,2,3,3,4,3,0,4,1,2,4,4,3,4,2,3,0,1,4,1,1,0,1,2,3,1,1,0,1,4,3,4,0,3,1,4,3,0,1,3,0,1,0,0,1,3,1,2,1,3,1,1,2,4,4,3,0,4
4,1,70,5,18,4,1,0,18,2,0,3,3,1,3,0,0,1,2,1,0,4,4,1,4,3,3,4,1,3,2,4,4,3,1,1,1,2,0,1,2,2,2,0,1,3,0,2,0,0,1,0,0,1,0,2,0,0,3,1,3,2,4,3,1,3,2,2,2,0
19,4,60,11,15,0,3,2,1,1,2,2,4,1,4,1,4,0,2,3,3,1,0,2,2,0,4,2,1,2,1,0,1,3,3,0,1,3,3,4,3,1,0,1,0,1,0,0,0,0,3,0,0,2,4,3,0,4,0,1,1,1,3,2,4,1,4,2,4,3
85,1,66,9,14,4,0,1,14,3,0,0,4,1,1,3,1,0,0,0,2,4,4,1,0,1,1,0,1,0,0,3,3,1,1,0,0,1,4,3,2,2,0,3,4,2,0,0,0,0,4,1,3,4,3,3,0,3,2,4,4,0,0,0,1,4,0,1,1,4
26,1,90,0,2,0,1,3,4,9,4,2,0,0,2,2,3,3,1,2,0,4,2,2,3,4,4,2,1,3,2,1,2,0,0,1,0,3,0,0,2,2,0,0,2,3,1,4,1,1,0,1,0,4,4,3,2,2,0,1,2,1,0,2,0,0,3,4,0,2
72,2,16,60,2,2,3,3,1,8,0,3,1,5,3,3,3,3,1,2,4,1,1,0,4,3,0,2,0,0,0,0,0,2,0,4,1,2,1,1,0,1,0,4,2,2,2,0,1,4,1,0,4,1,0,0,4,3,1,3,1,2,3,3,3,4,0,3,0,1
82,3,27,92,13,0,3,0,5,8,0,2,1,4,0,0,4,0,2,3,3,0,3,3,2,0,4,4,2,0,0,3,2,2,1,0,1,0,0,0,1,4,0,0,0,0,2,4,4,2,1,1,1,4,3,0,1,1,2,4,2,3,4,4,4,0,3,2,0,4
90,0,14,75,2,3,0,1,12,0,0,0,0,4,4,1,4,4,3,0,2,4,4,1,3,4,2,1,4,0,0,1,0,4,0,1,0,1,1,1,2,0,3,1,3,0,1,0,3,0,2,3,2,1,1,0,0,2,0,4,1,2,2,3,3,0,0,0,4,0
98,1,55,78,4,2,0,0,12,1,2,1,4,5,4,1,4,1,4,0,2,3,3,1,0,1,3,3,4,4,3,4,2,3,0,1,0,1,4,3,4,2,0,1,4,3,0,4,0,2,0,4,1,3,0,0,0,2,0,2,2,1,3,3,2,0,2,4,0,4
28,3,32,1,2,2,3,2,11,4,2,1,1,5,2,2,3,3,4,2,4,2,2,2,3,4,2,1,4,2,1,3,3,1,0,3,1,0,4,1,4,4,4,1,4,1,4,0,2,0,3,0,1,1,2,1,4,4,1,4,3,0,1,3,1,4,0,0,2,2
83,1,34,53,14,3,1,3,12,8,2,1,4,5,4,1,3,0,4,4,1,4,0,3,3,4,3,4,1,0,0,2,4,1,2,1,1,0,1,0,0,2,1,1,4,0,4,0,2,3,1,3,1,1,3,0,4,3,2,1,4,1,1,4,0,3,3,0,3,4
84,4,68,32,11,2,0,0,11,8,0,0,1,2,3,3,4,0,2,2,4,1,1,0,3,4,3,3,4,2,1,3,2,2,1,4,0,1,1,1,4,0,3,4,2,4,4,1,4,0,3,0,3,3,4,4,0,0,1,1,3,2,0,3,2,0,4,1,1,1
66,1,13,89,7,1,0,1,12,9,0,3,0,0,4,1,4,1,4,0,2,2,1,1,2,0,1,2,0,0,2,2,3,3,1,1,0,0,0,4,0,3,2,4,3,3,3,2,0,3,0,1,4,2,0,4,3,2,2,4,1,0,4,4,3,1,4,4,1,3
8,4,93,95,18,4,1,1,3,1,0,0,3,5,2,0,3,2,2,0,2,3,0,0,4,3,1,1,4,0,0,4,1,1,1,3,1,0,0,2,0,2,1,0,1,4,4,2,4,0,1,1,1,2,1,0,3,1,4,4,3,2,4,4,1,2,3,2,0,4
