column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44,column45,column46,column47,column48,column49,column50
70,3,38,87,8,1,3,3,19,1,2,1,0,4,0,2,3,2,1,1,0,0,1,1,3,1,0,1,0,0,4,1,4,0,2,0,3,2,2,2,4,3,1,2,0,1,4,3,4,2
86,3,11,15,3,3,1,3,2,0,0,3,2,5,4,1,4,3,2,4,2,4,1,3,1,1,4,1,1,3,1,0,4,0,3,3,4,2,0,2,1,2,0,3,2,1,1,2,4,3
35,2,87,27,17,1,0,3,18,5,3,3,3,5,4,4,0,4,4,4,2,4,2,0,3,0,0,3,3,2,3,0,2,2,1,0,3,4,4,3,4,1,4,0,0,3,1,4,4,0
41,3,22,61,12,3,2,0,0,7,0,0,0,0,2,1,3,0,3,1,0,3,1,1,0,0,1,2,3,1,0,4,2,2,4,2,0,1,1,2,4,3,4,0,4,1,2,1,3,4
57,2,54,37,4,1,0,3,15,6,0,2,4,0,2,1,3,4,0,4,2,2,2,0,1,1,0,3,2,1,4,4,0,0,1,1,4,0,3,3,0,0,4,3,4,0,2,1,2,1
13,0,97,40,0,1,0,3,15,6,2,1,2,1,0,4,2,2,2,4,2,4,4,4,3,3,3,4,0,2,1,2,3,0,0,4,4,0,2,0,1,2,0,3,1,3,4,4,1,3
77,0,62,29,9,0,1,1,2,2,2,0,4,3,4,4,2,1,1,3,3,2,1,3,1,1,2,3,1,0,4,0,4,3,4,0,1,0,0,0,4,3,4,1,2,2,3,1,1,2
50,1,41,0,14,0,1,2,3,0,3,3,3,5,3,3,1,0,2,1,0,2,4,2,4,1,4,1,1,0,3,0,4,0,1,0,0,3,3,0,4,3,3,4,3,2,1,3,3,3
65,2,70,11,3,3,0,1,1,8,4,3,0,2,1,0,2,0,4,3,3,2,1,3,4,1,4,3,3,2,0,1,2,0,4,0,1,0,1,0,0,2,1,3,1,2,4,2,3,0
64,2,19,65,8,2,2,1,11,2,4,1,3,3,1,0,1,1,0,1,0,4,2,0,0,4,0,1,0,4,3,4,2,0,4,1,2,3,0,0,4,3,4,0,0,2,4,4,3,1
87,4,23,56,12,1,0,3,22,9,3,2,3,1,0,2,2,2,0,4,2,1,2,1,4,0,1,2,0,2,1,2,1,2,0,1,3,1,3,4,1,2,4,3,0,1,2,1,2,2
12,4,75,14,9,3,2,3,11,2,0,3,2,5,4,4,2,4,3,3,3,2,2,4,2,0,0,2,3,4,3,1,1,1,0,2,4,4,4,4,0,2,1,4,2,4,4,3,2,0
87,4,97,40,17,4,1,3,1,8,3,3,2,5,1,0,0,1,3,0,4,4,4,4,3,3,0,1,1,3,0,0,1,0,2,3,0,2,4,2,3,0,0,0,3,2,2,3,3,1
59,3,59,23,8,3,1,3,10,1,1,3,3,4,2,1,2,3,2,1,0,0,2,0,0,4,0,2,1,3,0,0,3,0,0,4,0,2,0,1,4,3,4,3,0,2,4,0,3,4
87,4,37,57,9,3,2,3,15,6,0,2,1,3,4,0,4,1,0,3,3,3,2,2,0,0,3,1,3,4,1,3,0,2,3,1,2,1,4,4,0,1,3,2,3,0,4,3,2,2
36,4,28,36,16,3,3,3,22,9,3,2,2,4,3,3,4,0,3,3,3,1,1,3,4,2,2,3,2,2,4,1,1,0,0,1,1,3,1,0,4,3,1,4,3,0,4,3,1,0
0,3,74,4,19,1,1,0,2,8,1,3,4,1,2,1,4,3,2,3,3,4,3,1,2,1,1,0,4,0,3,0,3,1,1,0,0,3,1,2,0,2,4,2,3,2,1,0,2,0
15,2,87,27,9,3,2,3,6,5,3,0,2,3,0,2,4,0,0,4,2,1,1,3,0,3,2,3,3,4,3,3,1,2,4,4,4,0,1,3,1,1,3,1,0,2,4,4,2,2
65,2,79,24,9,3,2,1,1,8,0,0,3,2,3,3,0,0,2,4,2,0,4,2,0,3,4,0,0,4,0,1,2,1,1,2,0,3,2,3,4,1,4,0,1,2,4,1,4,3
89,1,88,67,7,3,0,0,15,3,0,1,0,4,2,1,1,2,1,3,3,1,4,2,0,2,4,1,3,2,4,2,4,3,0,1,2,2,3,1,4,1,0,0,0,3,3,0,2,2
77,2,25,82,8,3,1,0,15,3,0,3,1,2,4,3,1,2,1,3,3,0,4,2,1,0,4,2,3,2,1,0,4,1,0,2,3,3,1,0,0,1,4,4,4,4,4,2,2,0
30,2,79,24,5,2,1,3,20,7,2,3,2,5,1,0,4,3,2,3,0,2,1,3,2,0,2,2,2,3,3,1,3,4,4,4,1,1,0,3,4,3,3,0,3,3,3,3,3,1
50,1,84,19,11,1,3,1,24,5,0,2,2,3,3,3,4,4,1,1,0,2,4,2,2,0,1,1,0,0,3,3,0,4,0,1,0,3,3,2,3,3,3,4,4,3,4,0,3,0
42,4,85,28,8,1,3,1,2,2,2,2,0,1,2,1,3,4,0,0,4,4,0,2,0,0,0,0,2,3,0,0,0,0,0,1,2,2,4,1,3,1,3,0,4,1,4,0,4,0
40,1,13,92,1,0,3,3,10,0,3,2,2,4,3,1,4,1,0,3,3,1,1,0,2,0,0,3,2,0,0,1,0,2,0,1,1,4,0,4,4,2,1,3,3,0,4,3,2,1
65,2,85,28,13,0,3,1,20,6,1,1,0,2,0,2,3,0,3,4,2,1,1,3,0,2,2,2,2,0,3,2,0,1,0,0,3,2,2,0,1,2,4,2,0,2,4,0,3,0
28,0,38,87,18,1,3,3,14,8,0,2,1,3,1,0,2,4,3,3,3,2,2,4,0,1,1,4,2,0,3,0,1,0,2,0,1,4,0,4,0,2,1,0,2,2,2,3,4,2
78,3,95,89,8,4,3,1,6,4,3,2,1,0,2,1,4,4,1,3,3,4,4,4,1,0,0,0,2,4,4,4,0,1,1,1,0,0,1,1,0,1,0,3,4,2,4,1,3,2
69,0,88,0,17,3,2,2,11,3,1,2,4,3,1,0,1,0,2,4,0,4,1,3,0,0,4,2,2,0,3,0,4,4,0,2,3,1,0,4,4,1,2,0,2,2,2,0,2,1
79,4,29,73,18,1,3,3,22,9,2,2,1,3,4,4,3,2,1,3,3,0,2,0,3,2,1,0,2,0,4,0,4,3,0,0,1,0,1,4,0,1,4,3,3,2,3,2,2,0
64,2,39,45,18,1,3,1,13,0,3,3,4,4,1,0,2,2,2,4,2,2,2,4,3,0,0,1,2,2,3,4,4,4,4,0,1,1,0,3,1,1,3,1,4,1,1,2,0,0
85,1,90,84,11,0,2,3,15,6,1,0,2,2,1,0,2,1,1,4,2,3,1,3,0,2,2,2,2,0,2,1,0,3,0,0,2,1,3,1,1,1,2,1,1,1,2,3,2,2
61,4,3,77,0,3,1,2,17,1,4,2,2,0,2,1,3,3,4,4,2,3,4,3,3,4,3,2,1,0,1,4,0,3,0,3,2,0,4,0,4,1,3,3,4,1,2,2,1,1
55,0,35,50,2,3,1,3,3,3,4,2,3,4,1,0,4,0,3,3,3,3,1,1,0,1,1,1,1,0,0,0,0,1,0,2,1,1,0,4,0,1,3,3,1,2,4,1,2,2
94,2,42,0,16,1,2,3,6,5,1,3,2,2,0,2,4,1,0,4,2,1,2,1,4,0,1,0,0,4,0,1,0,2,1,2,0,2,2,0,1,1,2,3,4,1,4,0,4,4
9,0,56,51,2,2,3,1,12,1,4,3,2,3,4,4,1,4,3,0,4,1,1,3,1,3,2,3,0,2,4,0,0,2,3,4,3,4,2,1,4,0,2,2,1,3,4,2,2,4
61,4,0,38,8,3,1,1,6,4,0,1,0,4,1,0,0,3,1,2,1,2,2,4,2,1,2,1,1,3,4,0,0,3,0,3,2,1,2,0,4,0,0,3,3,0,4,3,1,0
24,1,84,19,10,1,0,2,20,6,0,1,1,5,4,4,1,3,4,3,0,0,2,0,4,0,0,3,0,1,3,1,2,1,0,4,1,4,0,4,0,3,0,1,4,3,4,4,0,0
67,4,45,66,12,1,0,1,19,2,1,2,0,1,2,1,3,4,0,0,4,0,1,1,1,4,1,2,3,1,0,2,2,2,0,1,4,2,4,1,3,1,4,0,3,4,0,1,1,0
36,4,40,78,13,3,0,1,2,2,3,0,3,4,1,0,2,2,0,3,3,4,1,3,0,4,2,2,4,1,0,4,1,2,0,2,2,0,4,0,0,1,3,0,3,0,3,1,4,2
62,1,68,94,16,1,0,0,2,8,2,1,1,2,1,0,4,2,4,4,0,1,1,3,4,0,2,2,2,2,0,1,0,3,2,3,0,0,3,1,0,3,4,4,3,1,3,3,2,3
92,3,62,29,17,1,0,2,1,3,3,2,2,4,2,1,2,3,2,1,0,4,1,3,3,1,4,2,4,2,4,1,4,0,2,2,4,0,1,2,0,3,2,0,1,2,1,3,2,0
97,1,10,3,9,1,2,0,13,5,3,1,3,4,2,1,1,3,4,4,2,3,4,3,2,1,2,2,0,4,0,2,2,0,1,0,4,0,3,3,2,1,2,1,2,4,4,0,3,1
50,1,94,80,10,3,0,3,10,0,3,0,1,2,1,0,2,2,0,3,3,1,2,1,2,1,1,1,3,1,2,1,4,0,0,1,1,4,3,4,4,1,0,4,4,4,4,0,4,2
50,1,20,3,13,3,0,1,23,1,3,2,0,3,2,1,2,1,1,4,2,1,4,2,1,2,4,0,1,3,3,3,3,3,0,4,4,0,3,1,1,2,4,4,2,1,4,3,2,1
90,0,18,20,6,0,1,1,0,6,1,3,2,2,2,1,1,1,0,4,2,3,2,2,0,1,0,3,3,0,2,2,0,0,0,1,2,0,2,0,4,1,0,0,3,0,1,3,3,1
15,4,35,50,17,3,2,1,16,8,2,3,3,1,3,3,3,3,4,4,2,1,3,1,0,2,1,0,3,4,1,0,2,0,1,0,0,3,2,0,1,0,4,3,3,2,4,2,4,4
88,2,73,88,12,3,3,2,15,4,4,3,0,2,3,3,3,2,2,3,3,1,1,3,4,4,4,4,0,0,1,2,3,0,1,3,1,1,4,2,0,4,1,3,4,1,0,1,4,4
77,0,97,40,18,1,2,1,10,6,0,2,3,0,0,2,2,3,2,4,2,3,0,0,1,2,0,2,2,4,4,1,3,1,0,1,3,0,2,4,4,2,2,0,4,3,4,3,3,4
77,2,29,73,19,0,1,1,16,8,2,2,0,1,4,4,1,4,3,3,0,3,1,1,2,0,1,2,1,0,0,0,0,0,2,3,0,0,1,0,4,3,4,0,4,1,0,3,2,1
61,4,28,36,17,2,2,2,9,8,0,3,4,1,4,4,2,2,0,3,3,4,2,0,4,0,1,0,1,0,0,0,0,2,2,3,1,1,1,0,0,2,4,1,3,0,4,4,3,0
99,3,84,1,13,3,0,2,2,7,4,1,2,5,1,4,4,4,1,4,2,3,4,3,2,1,2,2,3,1,3,1,4,2,4,4,0,0,0,1,0,0,2,0,3,4,0,2,2,0
5,2,57,70,7,0,3,3,2,0,2,0,3,0,4,1,3,2,1,4,2,4,1,3,0,4,2,2,0,1,2,1,4,4,0,1,4,2,0,3,1,2,2,2,2,1,4,3,1,0
13,1,65,90,18,3,0,0,6,5,3,3,0,2,4,4,2,3,1,3,3,1,1,3,2,4,4,3,3,1,0,0,1,2,1,2,1,0,2,2,0,3,2,4,3,0,3,1,3,1
74,1,52,74,2,1,0,2,18,5,2,0,2,0,2,2,4,1,0,3,3,4,0,2,4,0,4,1,4,1,2,4,1,0,1,2,0,2,3,2,4,2,4,4,1,4,0,4,0,0
75,1,39,45,1,2,2,1,19,2,2,0,0,1,2,1,1,2,2,3,3,0,1,1,4,0,1,0,0,4,4,2,3,2,4,0,0,0,4,2,4,1,4,3,4,1,0,1,3,0
8,3,97,40,5,1,3,3,3,3,3,0,4,1,3,3,4,2,4,3,3,0,1,1,3,3,2,0,2,0,0,2,2,0,0,2,2,3,2,1,4,1,4,0,1,1,4,0,1,2
56,4,67,99,4,1,0,2,17,1,0,0,2,1,2,4,3,3,4,3,3,0,1,1,4,3,1,2,3,1,0,2,2,0,0,0,1,4,2,0,0,2,1,3,0,2,4,2,2,0
49,0,98,79,4,4,0,1,19,2,0,2,0,0,2,1,2,4,3,1,0,4,0,2,0,1,4,1,1,1,0,3,0,1,1,0,4,0,1,4,0,3,1,3,1,3,2,0,3,3
83,3,74,0,10,4,1,1,9,9,0,0,4,1,4,4,2,4,2,1,0,1,1,3,0,0,3,2,1,3,1,0,3,4,0,0,3,4,2,2,0,3,1,3,3,0,3,0,2,4
33,1,67,99,8,4,3,3,8,9,0,2,3,0,1,0,4,0,3,1,0,2,2,4,0,0,0,1,0,0,4,4,0,1,1,1,1,0,4,0,0,3,4,0,3,3,4,3,2,2
43,0,66,31,16,1,2,3,12,6,0,3,4,1,1,0,4,0,3,3,3,1,0,0,2,1,1,3,0,4,1,2,1,0,3,1,1,0,0,4,3,2,4,3,0,3,3,0,1,1
20,4,94,80,11,1,3,1,9,9,0,0,0,1,1,0,1,0,4,0,4,4,3,1,2,1,2,0,0,2,0,0,0,3,1,0,1,4,4,4,0,0,3,3,1,1,1,3,0,0
23,3,3,77,11,3,0,1,13,8,1,3,3,4,2,1,1,2,1,3,0,1,2,1,1,0,3,2,3,2,0,1,1,3,1,0,4,2,0,2,0,4,2,3,3,4,3,3,2,0
13,0,13,3,12,0,1,2,17,1,3,0,2,3,1,0,0,2,3,1,0,1,2,1,0,0,3,1,2,0,3,3,1,1,2,0,1,1,0,1,1,4,3,0,0,1,3,0,2,3
48,1,39,45,7,1,1,0,21,5,3,0,2,3,0,2,4,4,1,4,2,0,4,2,4,0,4,1,1,0,1,4,4,4,3,0,0,0,3,2,3,2,2,3,0,3,4,0,1,3
70,3,57,70,17,0,3,3,8,9,0,2,0,0,2,1,4,0,3,4,2,0,0,3,1,1,4,2,2,2,0,1,1,1,0,1,2,0,0,1,1,1,1,3,4,0,1,2,3,0
66,3,87,27,8,1,3,2,12,8,3,0,2,3,2,1,1,2,1,1,0,4,0,2,3,0,1,2,2,4,3,0,0,4,1,0,4,0,0,2,4,3,3,2,4,0,4,3,1,1
38,1,90,84,8,2,2,0,11,4,1,2,2,0,1,0,3,2,1,3,3,4,1,3,4,2,2,1,0,0,1,1,4,3,0,3,2,1,3,2,4,2,0,4,1,4,0,2,3,1
57,2,19,65,8,3,1,0,4,4,1,2,3,5,0,2,2,3,2,4,2,0,2,0,3,3,1,3,0,0,1,0,4,1,0,1,1,2,2,3,1,1,0,4,2,2,4,3,0,2
92,3,18,20,10,0,0,1,13,8,4,0,0,2,1,0,1,3,4,3,3,2,0,3,0,1,4,2,0,1,0,1,0,0,2,0,1,1,1,2,0,3,1,0,3,1,1,0,3,1
7,1,88,67,4,3,2,3,16,0,4,2,0,3,1,0,4,1,0,3,3,4,0,2,1,3,0,0,2,4,3,3,1,0,3,1,1,1,0,1,4,1,1,0,0,3,4,3,1,0
47,0,57,70,2,2,3,2,10,1,2,0,1,5,2,1,1,1,0,4,2,3,0,3,1,1,4,2,2,0,3,1,1,0,3,0,4,2,2,4,1,2,0,0,3,3,4,1,3,0
96,2,5,98,10,4,1,3,13,1,2,2,0,1,1,1,2,2,0,2,1,2,2,4,0,2,0,0,0,0,1,2,1,0,2,1,4,1,0,0,4,0,4,0,4,4,1,3,4,3
17,2,74,4,5,2,1,1,18,4,1,0,4,5,0,2,4,3,2,4,2,2,4,2,2,1,4,1,1,0,1,0,3,4,1,3,3,2,1,2,4,1,4,0,4,1,3,0,2,1
84,4,39,45,7,2,2,2,19,2,0,2,0,0,2,1,1,1,0,4,2,4,4,4,0,1,0,1,2,4,0,4,0,2,4,0,4,1,1,4,1,2,4,0,4,2,0,0,3,4
99,3,19,65,8,1,3,3,3,3,0,0,1,3,4,4,0,3,2,1,1,2,4,2,1,4,3,3,0,0,3,2,3,4,2,1,1,0,0,2,2,0,1,3,4,1,4,4,2,1
38,2,91,93,5,3,3,1,6,4,2,0,4,3,3,3,4,2,4,2,1,1,4,2,0,0,4,3,0,2,2,0,2,0,0,3,1,0,1,3,4,4,2,4,4,2,2,0,1,1
70,0,73,88,17,0,3,3,13,7,4,0,0,1,0,2,1,3,4,4,2,2,1,0,4,3,0,3,0,3,1,2,0,0,0,0,0,2,2,0,4,1,0,0,3,4,4,0,1,0
77,2,75,14,10,1,1,1,8,3,3,3,3,5,3,3,4,3,2,3,3,2,1,3,2,3,4,1,3,3,4,1,4,4,2,2,1,3,1,3,0,2,4,1,2,3,2,4,2,1
92,3,37,57,0,3,1,1,5,5,2,3,2,5,4,4,1,3,4,4,2,4,2,0,0,3,0,0,1,0,3,1,2,3,1,1,0,4,0,1,4,0,3,1,4,0,1,2,4,3
41,3,98,79,12,1,0,1,9,2,0,2,3,0,4,4,3,1,2,4,2,2,2,4,2,3,3,4,3,2,2,1,2,4,0,2,4,4,0,1,1,1,3,3,2,1,2,2,4,1
0,3,84,19,9,1,2,1,13,8,2,2,1,3,1,0,4,3,0,3,3,4,2,0,0,4,0,3,0,1,4,0,1,0,1,3,2,1,0,0,3,1,4,0,1,1,4,2,1,0
58,1,12,5,3,3,3,3,4,7,2,3,0,2,2,1,0,0,2,3,0,0,4,2,4,0,4,2,0,3,0,1,2,4,0,4,0,0,3,2,0,4,4,1,0,2,4,0,3,4
88,2,10,62,8,3,1,1,0,6,2,3,3,3,0,2,2,0,4,2,1,4,1,3,1,0,4,1,1,0,2,3,1,1,3,4,4,1,1,3,2,0,4,4,2,0,4,0,3,2
96,2,66,31,16,4,1,3,10,0,3,0,0,0,1,0,3,1,2,2,1,3,0,0,1,1,1,0,1,1,4,1,4,4,4,1,2,0,1,3,0,4,2,4,0,2,3,1,4,1
81,1,66,31,5,1,3,3,17,2,3,2,4,5,4,4,4,0,3,3,3,4,4,2,2,0,1,1,0,1,1,1,1,1,0,0,0,3,3,3,4,2,4,0,3,0,4,2,3,2
98,4,9,43,14,1,3,3,24,4,4,0,0,2,1,0,0,0,2,3,3,3,1,1,2,2,0,1,2,0,2,1,3,4,0,1,1,2,1,0,3,2,2,0,4,2,4,2,2,3
49,0,50,2,8,3,1,1,18,4,0,0,3,2,3,3,2,4,3,1,0,4,4,4,0,4,0,4,3,0,2,0,0,2,1,3,2,3,2,0,4,3,3,0,1,0,4,3,2,4
30,0,31,85,10,3,0,3,11,0,0,1,4,4,4,1,1,2,1,3,0,0,1,1,0,2,1,1,3,3,3,0,3,2,3,0,1,4,2,4,4,3,4,0,0,4,2,2,3,2
90,0,78,58,3,3,3,3,6,5,4,2,2,0,1,4,1,4,3,3,3,3,1,1,3,0,1,1,2,0,4,4,1,2,3,2,1,0,2,4,0,1,4,0,3,1,4,3,1,1
60,0,94,80,6,0,1,3,19,1,1,3,4,1,1,0,2,4,3,2,1,1,1,3,0,2,4,3,2,3,1,2,0,1,0,4,1,1,0,1,2,0,4,0,0,0,4,1,4,0
88,2,26,69,13,0,3,1,13,8,3,2,2,4,4,4,1,4,3,1,0,2,4,2,0,0,1,1,0,1,0,1,0,1,4,4,1,4,4,1,4,3,4,3,2,2,1,1,3,4
9,0,61,10,12,4,0,1,13,8,0,0,2,1,2,1,4,2,4,3,0,4,3,1,1,3,1,0,3,1,0,0,0,0,1,0,4,0,2,4,4,3,2,0,2,2,3,1,2,0
52,2,46,6,0,1,0,3,17,2,4,0,3,1,2,1,4,3,2,3,3,4,2,0,2,2,0,0,4,3,0,0,4,1,4,2,4,1,4,3,0,1,3,4,4,3,4,0,3,0
68,1,55,68,16,1,2,1,11,0,0,2,4,4,2,1,2,1,1,3,3,4,4,4,3,0,3,0,3,4,0,0,4,3,3,1,1,2,3,1,3,1,2,4,0,0,4,1,2,0
69,3,68,94,8,3,1,2,15,4,3,0,3,4,0,2,4,0,3,3,3,1,0,0,0,1,0,0,3,0,0,1,0,2,1,3,3,2,0,2,0,2,2,3,0,4,0,0,4,2
13,0,58,32,14,3,3,1,19,2,2,2,2,0,0,2,4,2,1,1,0,2,1,3,0,1,2,3,2,0,4,4,4,3,4,1,0,2,2,4,4,4,4,0,0,2,4,2,0,1
98,4,89,81,3,1,1,2,6,4,4,0,3,1,3,3,3,0,3,3,3,2,4,2,2,4,1,1,3,0,1,2,0,1,1,3,0,2,1,1,0,1,4,0,2,4,2,3,1,3
80,2,71,0,14,0,1,3,4,7,0,2,1,3,2,1,3,0,3,0,0,1,4,0,0,0,1,3,1,0,4,0,0,0,4,4,0,0,4,3,0,0,1,4,4,1,0,0,2,0
71,0,1,54,1,4,1,1,13,8,0,3,0,1,2,1,3,1,2,2,1,1,0,0,2,0,1,2,1,3,2,2,4,4,2,0,4,2,2,0,2,4,1,3,4,0,0,2,3,0
65,2,94,80,15,1,1,3,6,5,0,2,2,3,1,4,4,1,0,4,2,2,4,2,1,3,4,3,1,3,2,3,1,0,3,3,1,4,0,3,4,1,4,0,3,0,0,3,2,0
67,4,62,1,14,2,0,1,4,9,3,3,2,5,0,2,1,0,2,3,3,1,1,3,2,3,2,3,3,1,1,0,3,0,2,0,3,2,2,3,4,2,2,0,0,1,4,3,1,2
49,0,48,26,19,2,0,3,0,2,0,2,2,3,1,0,1,1,0,1,0,3,4,3,1,1,4,2,3,1,1,0,1,0,0,0,4,1,0,0,4,1,2,0,0,0,0,1,3,0
50,1,57,70,0,1,0,1,9,9,3,0,1,2,1,0,4,3,2,1,0,2,2,4,0,1,3,4,0,1,3,0,3,4,0,0,4,2,2,2,4,1,1,3,3,0,3,3,2,0
28,0,86,75,13,2,2,1,15,9,4,0,1,0,1,1,2,0,4,0,4,4,4,4,2,1,3,4,0,0,4,1,2,1,1,1,2,0,2,4,2,0,4,0,2,2,2,3,1,0
62,1,88,67,13,4,2,1,21,7,2,0,2,0,3,3,2,2,0,1,0,3,2,0,4,1,1,0,0,1,1,1,0,2,4,4,0,3,3,1,4,1,3,2,0,1,3,3,4,4
79,4,5,98,13,1,1,0,6,5,2,2,3,5,1,0,2,2,0,1,0,1,2,1,1,0,3,2,1,3,1,0,0,0,3,2,1,1,2,4,0,0,3,4,4,2,2,1,0,4
83,3,88,67,4,1,0,0,19,2,4,0,2,3,2,1,3,0,3,3,3,2,1,3,4,3,2,1,3,2,4,0,1,1,4,0,4,0,1,2,0,1,4,4,4,4,2,3,0,0
78,0,17,60,1,2,0,2,16,6,4,3,1,2,1,0,4,4,1,1,0,1,1,3,0,3,4,2,3,2,2,2,0,4,1,0,1,1,0,4,0,0,1,0,1,0,2,3,1,0
35,2,85,28,13,2,2,3,11,2,2,0,0,0,3,3,4,3,2,1,0,2,1,3,0,4,2,2,0,4,4,4,3,0,4,0,0,1,1,3,0,3,4,0,1,1,3,1,2,0
43,0,81,12,17,2,0,3,10,1,0,2,0,0,4,4,1,2,1,4,2,1,1,3,0,4,2,3,4,2,4,1,0,3,2,4,0,4,0,0,3,1,3,4,4,2,2,1,3,0
62,1,43,34,9,1,2,1,24,5,1,3,2,2,2,1,2,3,2,3,3,1,0,0,0,3,1,0,2,4,2,1,4,4,3,2,2,0,1,2,0,2,3,4,3,2,4,1,1,4
61,4,68,94,18,1,3,3,18,5,1,3,0,4,4,4,3,0,3,4,0,4,4,4,4,0,0,4,0,1,4,1,1,2,1,1,1,4,2,0,0,1,2,0,2,0,3,2,3,0
0,3,31,0,5,1,3,3,0,2,2,3,0,2,4,4,1,2,0,1,0,3,2,2,0,0,0,2,0,0,2,2,0,2,0,2,3,3,4,1,4,3,3,4,3,4,2,3,1,0
3,1,77,55,18,2,2,3,0,2,3,3,3,5,1,0,4,4,1,4,0,0,1,0,0,4,1,2,3,4,3,0,3,2,0,2,2,3,0,2,4,1,1,3,4,2,2,1,1,2
99,3,44,22,3,0,0,2,12,8,4,3,1,3,2,1,4,2,4,3,3,3,4,3,2,2,2,2,0,1,3,3,2,0,2,3,4,0,1,2,3,1,4,4,0,1,2,0,3,0
73,4,96,63,5,2,1,1,2,2,4,0,2,1,3,3,1,3,4,1,0,2,1,3,1,2,2,1,2,3,1,2,0,0,3,2,0,3,4,1,4,3,0,3,0,4,1,2,0,4
67,4,16,97,8,0,0,3,5,4,4,0,4,2,0,2,4,1,0,0,4,1,2,1,2,0,1,0,0,2,2,1,1,2,2,3,3,2,2,1,0,3,1,3,3,1,4,3,2,0
49,0,84,19,0,1,0,3,17,2,3,3,0,2,0,2,1,3,0,0,4,4,4,4,4,0,3,4,0,3,0,0,0,2,0,1,0,2,0,0,1,1,4,0,2,1,2,4,2,4
35,2,81,12,8,1,3,1,11,0,0,0,2,0,2,1,1,2,1,4,2,4,2,0,0,4,0,0,2,3,4,4,3,3,0,0,2,2,0,2,1,1,1,1,0,1,4,3,2,2
98,4,84,19,16,1,0,0,13,5,0,2,3,1,1,0,1,1,0,4,0,0,0,3,2,0,4,2,3,3,3,2,1,2,3,2,1,2,2,4,4,3,0,4,3,1,4,0,1,4
64,4,16,97,9,0,1,3,2,0,2,3,0,2,1,2,1,3,4,2,1,4,3,1,2,0,2,2,1,3,2,2,2,0,0,0,4,0,4,1,2,0,4,0,4,2,4,0,3,0
86,3,65,90,10,3,0,0,15,3,0,1,3,2,1,0,1,3,4,4,0,0,4,0,0,4,0,0,3,1,2,1,2,0,2,1,3,0,1,2,4,1,4,0,0,2,0,1,2,0
59,3,85,28,8,1,3,3,13,7,3,0,1,0,1,0,1,2,1,1,0,3,2,2,0,0,4,2,0,2,0,1,4,3,4,4,2,1,1,2,0,3,4,0,2,1,0,3,1,4
97,1,90,84,12,0,0,3,21,3,0,0,2,1,4,1,4,0,3,1,0,2,1,3,0,1,4,2,3,1,3,0,0,0,2,1,1,0,0,1,0,3,4,0,0,2,4,0,2,0
74,0,87,27,11,1,3,2,15,4,3,0,3,4,0,2,4,3,2,4,2,0,1,1,1,3,4,2,2,0,4,0,3,1,0,2,3,0,2,1,1,2,2,0,3,2,0,2,2,0
99,3,85,28,11,1,3,3,15,0,3,3,0,2,2,1,2,0,4,0,4,4,2,3,0,2,4,3,0,2,2,1,0,0,4,0,4,1,0,2,3,3,4,4,4,2,2,4,0,1
41,3,33,7,11,1,3,0,0,7,0,1,2,1,2,1,2,1,1,3,3,0,2,0,4,0,0,1,0,0,4,2,4,4,4,4,0,4,1,1,0,2,3,3,4,1,4,1,3,0
57,2,38,87,4,2,3,0,24,1,1,3,0,4,3,3,4,1,0,3,3,4,2,0,3,1,0,2,2,0,3,0,0,2,2,4,0,3,2,3,0,1,2,0,3,2,3,2,3,0
32,0,23,56,8,4,0,3,12,6,4,0,0,2,2,1,2,0,0,1,0,1,1,3,4,0,2,2,3,1,0,1,1,0,3,0,2,2,0,4,4,4,0,4,4,2,2,1,3,2
67,4,41,21,13,4,2,3,13,7,3,2,0,3,1,0,1,1,0,4,2,2,1,3,0,1,2,2,0,2,3,3,1,2,0,0,2,1,4,1,0,1,1,0,4,0,4,3,3,2
8,3,86,75,7,0,3,1,13,8,0,0,2,1,2,1,4,2,4,0,0,3,0,0,0,0,0,4,0,2,1,2,2,0,2,0,4,2,0,2,4,3,1,1,1,2,2,1,1,2
64,2,86,75,17,2,2,2,19,2,1,2,3,5,0,0,0,0,1,4,0,2,4,2,1,2,0,1,0,2,1,0,0,3,0,0,2,1,3,3,0,3,0,4,4,3,1,2,2,3
67,4,38,87,11,1,3,3,6,5,3,2,0,3,4,4,1,2,1,4,2,1,1,3,0,2,2,1,2,0,1,2,4,4,1,2,1,4,4,0,1,1,2,3,0,2,4,0,3,4
37,3,48,26,7,3,0,0,1,1,4,1,0,4,3,3,3,1,2,1,0,3,2,2,1,4,4,1,0,0,4,1,3,0,2,4,2,1,0,2,4,3,4,3,3,2,2,3,4,0
86,3,28,36,0,0,2,3,10,1,3,1,3,4,1,0,4,0,3,1,0,3,1,1,0,2,2,0,0,4,1,1,0,1,0,4,2,0,0,2,4,3,3,1,0,1,4,2,2,0
41,3,48,26,13,1,2,0,2,8,4,2,4,1,1,0,0,4,4,1,0,3,0,0,0,4,1,3,3,0,1,0,2,1,2,3,1,0,2,2,4,4,4,1,4,2,1,2,2,4
