column1,column2,column3,column4,column5,column6,column7,column8,column9,column10
96,0,29,0,0,0,2,2,4,3
29,0,29,33,1,0,2,1,1,4
37,3,26,39,2,0,2,2,4,3
4,0,67,57,1,1,2,0,1,0
23,4,85,26,4,2,1,2,0,4
31,2,53,31,4,2,0,4,0,3
42,4,0,0,1,0,1,2,4,3
21,3,9,52,2,1,0,1,4,2
34,3,74,16,0,1,2,1,3,2
24,0,28,47,2,1,4,2,4,3
20,2,33,48,0,1,2,2,2,3
31,2,81,85,4,1,0,0,4,3
5,0,43,0,4,1,0,2,4,3
37,3,97,37,0,1,0,1,3,1
19,4,50,28,0,4,0,1,1,3
65,3,14,3,4,2,1,1,0,3
84,0,99,83,0,0,4,2,0,3
62,0,14,23,4,2,4,4,3,3
24,0,54,6,2,2,4,3,1,2
18,3,77,11,1,0,2,1,4,3
14,1,72,0,4,0,0,2,4,0
61,3,10,21,2,1,2,1,2,2
52,0,88,0,4,1,4,0,2,3
56,4,18,51,0,1,0,2,3,3
14,4,93,20,0,0,2,2,3,0
62,0,3,0,1,2,4,0,4,3
59,2,12,81,3,1,0,2,2,1
47,2,79,97,0,2,2,1,2,0
99,1,98,92,0,0,1,4,1,3
77,4,13,2,2,2,2,3,3,3
86,4,64,95,4,1,0,3,0,3
8,2,13,2,3,1,0,0,1,3
19,4,48,59,3,0,0,3,2,3
96,0,56,1,2,0,4,2,4,1
74,0,94,62,2,2,4,2,4,4
88,1,62,29,0,3,0,4,2,3
83,2,11,1,0,1,0,0,3,4
80,1,36,3,4,0,1,4,2,3
93,2,40,74,1,1,3,0,4,0
59,2,99,0,0,1,2,4,2,3
60,2,87,17,1,2,0,4,2,2
35,4,65,90,0,1,1,2,1,0
62,0,72,49,0,0,0,2,3,3
33,0,70,1,2,1,4,2,1,0
99,1,61,53,2,0,0,1,3,3
51,1,14,3,4,2,0,3,2,3
93,2,4,9,3,1,3,2,3,4
44,1,24,1,4,1,3,4,3,3
9,1,97,37,0,0,3,4,2,3
64,4,66,36,0,2,1,3,3,3
70,3,29,33,1,4,0,1,1,3
61,3,76,38,0,3,0,3,3,3
65,0,44,24,0,3,4,2,4,3
50,4,47,1,4,1,3,1,2,3
20,2,39,27,1,0,0,0,4,4
85,2,58,30,1,2,0,0,4,0
85,2,72,49,4,2,0,3,4,3
38,0,99,83,0,4,2,2,2,1
42,4,32,42,0,4,3,2,0,3
3,3,1,50,0,0,1,1,1,0
11,2,25,98,1,4,2,0,2,2
19,1,62,29,1,2,0,4,1,0
97,3,9,52,2,1,1,2,4,4
12,1,20,15,3,0,3,4,1,3
63,1,29,33,4,2,3,2,2,2
8,2,58,30,2,1,0,0,2,2
73,0,95,80,2,2,4,2,3,0
24,0,97,37,3,4,4,2,1,0
16,1,13,3,0,2,1,4,1,3
41,3,21,56,2,2,2,2,1,1
68,4,5,25,1,1,0,3,0,3
26,2,97,37,4,1,1,2,1,1
24,0,1,50,2,3,0,2,4,1
46,3,8,54,4,0,2,1,4,0
25,4,47,1,2,1,0,1,1,3
96,0,86,55,1,0,2,2,2,3
74,0,19,44,0,3,4,2,0,1
26,2,47,58,0,4,0,1,2,4
93,2,36,3,4,1,0,0,2,3
89,3,53,31,1,3,2,1,4,3
15,2,52,99,3,2,0,0,2,3
39,2,21,56,0,4,0,0,0,1
79,1,74,16,0,2,3,3,3,3
62,0,62,29,0,4,2,0,2,2
58,1,5,25,0,1,0,1,0,1
93,2,41,91,4,0,2,1,4,3
86,2,29,33,2,2,3,4,0,3
35,4,36,3,2,0,0,3,2,1
59,2,30,88,4,1,0,0,0,2
48,2,72,4,0,3,2,0,2,3
68,0,1,50,2,4,4,4,3,3
50,4,21,56,0,3,0,2,0,1
88,1,2,34,3,3,1,1,1,3
65,3,60,14,3,0,2,2,2,3
1,2,2,0,1,0,0,0,2,2
52,2,42,82,0,1,2,1,2,0
76,3,19,44,2,1,2,1,1,1
58,1,63,93,2,2,3,4,2,2
68,4,53,31,0,1,2,2,2,0
59,2,68,63,4,1,1,4,1,0
9,1,16,71,0,2,3,2,3,3
29,0,51,18,0,1,0,2,2,2
66,3,40,0,2,0,0,2,0,3
31,2,81,1,2,0,0,0,4,2
26,2,58,30,2,1,2,2,1,3
93,2,59,40,2,0,0,4,1,3
39,2,4,0,1,0,2,4,4,3
94,3,48,59,3,0,2,1,0,3
59,2,59,40,2,2,0,2,2,1
43,0,45,43,3,0,4,2,3,2
1,2,65,90,0,1,2,2,3,2
52,0,97,37,2,4,4,4,2,3
22,1,28,47,2,0,3,3,2,3
41,3,54,6,1,2,1,2,4,4
85,2,29,33,4,0,2,4,1,4
31,2,29,33,4,2,0,0,0,4
83,2,18,51,1,2,2,0,2,3
51,1,99,83,3,1,0,4,2,3
85,2,90,13,0,2,0,1,4,1
88,1,87,17,1,0,2,1,2,3
14,4,50,28,2,4,0,2,3,3
34,3,29,33,4,2,0,2,2,0
7,4,83,86,4,3,1,3,0,4
59,2,44,24,0,3,0,0,2,3
58,1,56,1,2,0,0,4,0,2
31,2,70,41,0,1,3,1,1,0
58,1,32,42,1,4,0,1,2,4
2,4,99,0,4,1,1,3,0,3
70,3,64,95,0,0,2,2,0,3
22,1,5,25,3,1,3,3,3,2
43,0,40,0,1,0,2,0,0,1
95,4,44,24,2,0,0,1,3,3
87,0,70,41,1,0,2,0,2,3
4,0,97,1,2,1,0,3,2,3
88,1,80,66,1,1,1,4,3,0
82,4,2,34,0,0,1,3,1,0
0,1,68,63,4,1,1,2,2,3
84,1,59,40,0,0,3,4,0,1
96,0,50,28,0,4,4,1,0,0
41,3,99,83,0,1,0,1,3,1
31,2,43,0,1,1,0,0,3,0
83,2,49,94,3,1,1,3,3,4
25,4,97,37,0,2,1,3,4,4
31,2,87,17,0,2,0,0,1,3
61,3,53,31,3,3,1,1,2,3
76,2,7,60,2,2,2,0,4,3
61,3,70,41,1,1,0,1,4,3
0,0,32,42,1,3,0,2,3,4
75,2,38,19,0,4,2,4,4,3
42,4,8,54,4,0,1,1,0,2
98,2,1,50,2,3,0,4,1,1
40,2,32,42,0,1,3,3,2,2
9,1,90,13,2,0,3,4,4,2
20,2,88,70,0,0,2,0,2,4
99,0,39,0,2,2,0,2,3,1
71,2,13,2,3,4,1,0,4,0
23,4,11,1,2,4,0,1,3,2
33,0,74,1,2,1,0,2,3,3
47,0,99,83,0,3,2,2,1,4
59,2,1,50,0,2,2,2,3,1
27,3,43,0,1,1,2,2,1,3
97,3,27,84,0,2,2,2,2,3
68,4,52,99,3,4,1,0,2,3
0,1,50,28,0,1,3,2,1,0
65,3,21,56,3,0,0,3,4,1
63,1,84,1,2,4,3,3,3,0
47,0,72,49,0,1,4,1,0,3
94,3,62,29,3,2,2,1,1,3
47,0,56,1,0,4,0,4,1,3
41,3,52,3,4,0,2,3,0,2
39,2,59,40,2,2,0,0,2,2
26,4,98,92,0,2,0,3,3,3
7,4,38,19,1,4,2,2,4,3
79,1,92,73,4,1,3,4,2,3
99,3,44,24,2,0,2,3,0,3
23,0,36,3,0,2,2,2,3,0
84,0,2,0,1,1,4,2,1,3
70,3,20,15,3,2,1,1,3,3
88,1,16,71,0,1,3,4,0,3
65,3,49,94,3,2,0,3,2,3
46,3,8,54,0,4,0,2,1,0
51,1,22,67,0,4,3,3,3,3
44,1,68,63,0,1,3,3,0,3
59,2,73,76,0,1,1,0,3,3
18,3,72,49,2,1,1,1,3,0
35,4,9,52,0,3,1,3,1,2
53,3,94,62,3,4,2,2,1,3
6,3,78,77,0,4,0,2,0,1
62,0,4,9,4,3,0,2,0,0
98,2,39,27,0,3,0,0,3,4
4,0,59,40,1,1,4,2,4,4
42,4,35,65,2,3,2,3,4,4
16,1,92,0,1,0,0,2,0,0
66,2,90,13,0,4,0,0,4,1
94,3,87,0,4,1,1,2,4,3
82,4,86,55,4,0,1,3,3,0
52,0,96,32,0,0,0,4,4,2
25,4,92,73,3,3,1,4,3,3
76,2,38,19,1,0,4,4,3,3
79,0,87,17,4,2,0,2,4,3
30,1,81,85,0,1,3,3,2,0
46,3,93,2,3,2,0,2,4,3
53,3,90,13,2,4,0,3,2,3
99,1,79,97,0,1,3,2,2,4
62,0,86,55,1,3,4,2,3,3
25,4,19,1,2,0,2,2,0,0
93,2,31,5,0,1,2,0,2,0
88,1,45,43,3,0,0,4,1,3
34,3,33,48,2,0,0,3,1,4
66,2,12,81,1,1,2,4,0,2
40,2,5,25,3,1,0,4,3,3
61,3,1,50,2,3,0,3,1,0
66,2,16,71,3,2,0,4,0,3
38,0,19,44,2,0,4,2,1,3
92,0,70,41,1,1,0,0,4,2
95,4,49,94,3,1,1,2,4,1
5,0,55,46,1,2,0,2,2,1
57,3,75,89,1,1,1,2,0,0
5,0,56,1,2,1,4,2,0,4
55,0,66,36,3,2,4,4,0,2
10,0,1,3,0,0,4,4,1,1
76,3,91,2,3,4,2,1,0,1
44,1,36,3,1,2,3,4,3,0
41,3,72,49,4,1,0,2,4,1
83,2,53,31,2,4,0,0,3,0
54,2,49,94,3,2,0,4,3,1
12,1,83,86,2,3,0,4,0,4
40,2,44,24,0,1,2,4,2,3
58,1,95,80,1,1,1,4,4,3
16,1,55,46,1,2,3,2,1,0
91,4,98,92,0,2,1,3,2,0
93,2,11,78,2,4,1,2,2,1
17,0,93,20,0,1,4,0,2,0
89,3,77,0,1,1,1,1,3,3
48,2,32,42,0,4,0,0,3,3
73,1,8,54,1,1,3,4,4,1
54,2,64,2,2,0,0,0,2,0
91,4,31,0,1,4,0,1,4,0
74,0,0,8,0,0,1,2,1,3
21,3,20,15,0,3,2,1,4,3
71,2,60,14,3,1,2,4,0,3
31,2,53,3,3,2,0,3,1,1
1,2,72,0,1,1,0,0,3,0
1,2,13,2,1,4,3,1,4,0
44,1,8,54,4,4,3,1,4,0
82,4,28,47,2,0,0,1,3,0
16,1,11,78,0,2,0,1,4,3
25,4,92,73,3,3,1,3,3,1
49,4,18,0,1,1,1,3,3,3
60,2,30,0,2,0,2,0,2,4
4,0,78,77,0,4,2,2,3,1
33,1,30,88,1,0,1,4,3,3
77,0,90,13,0,0,0,1,2,3
89,3,1,50,2,3,2,2,2,3
45,1,31,0,1,1,3,3,0,3
33,0,84,4,0,3,4,2,4,3
81,3,50,28,0,0,0,1,3,3
35,4,60,14,0,1,0,3,2,0
72,4,54,6,3,1,0,3,3,2
47,0,19,44,4,4,0,2,3,0
7,4,85,26,4,2,0,1,2,3
84,0,32,42,1,1,3,2,2,4
74,0,43,0,1,1,0,2,0,2
96,0,86,55,1,0,0,2,2,3
46,3,96,32,0,2,0,2,1,2
85,2,79,0,1,0,2,0,3,3
21,3,58,30,2,1,2,1,2,3
27,3,22,67,4,1,2,1,4,3
49,4,18,51,1,1,0,3,0,3
25,4,97,37,4,1,1,1,4,4
59,2,31,5,2,0,4,0,4,0
11,0,33,0,1,1,4,2,0,1
41,3,59,1,2,4,1,1,3,3
76,3,99,83,2,1,1,2,1,0
74,0,53,31,1,3,0,2,3,3
49,4,92,73,1,3,1,2,1,2
70,3,52,99,3,1,2,1,2,4
40,0,52,99,2,1,0,4,2,0
5,0,70,41,1,4,0,0,2,4
66,2,0,8,2,4,3,0,2,3
1,2,9,52,2,2,2,4,3,0
89,3,68,63,4,0,1,1,0,2
73,1,11,78,3,0,3,2,1,4
30,2,58,30,2,1,0,0,3,3
31,2,29,33,4,4,0,0,3,3
40,2,37,10,2,0,0,4,2,3
74,0,73,76,1,3,2,4,2,1
14,4,55,46,0,2,3,3,3,4
97,0,55,46,1,3,4,2,3,2
51,1,56,1,2,1,3,4,3,0
58,1,36,3,4,2,1,4,3,3
40,2,1,50,2,2,0,0,3,1
31,2,19,44,4,3,0,4,4,2
27,3,11,1,2,4,0,1,1,1
1,3,29,2,2,2,2,1,0,1
55,0,81,85,3,4,0,0,2,1
48,3,0,8,1,4,0,1,2,2
84,0,46,87,0,2,2,4,4,0
88,1,26,39,0,0,1,3,3,3
77,0,29,33,3,0,0,2,3,0
38,0,48,59,0,1,4,0,2,2
79,1,50,28,0,4,1,4,1,4
41,3,59,40,2,0,2,1,1,0
7,4,65,90,0,3,1,3,3,3
49,4,81,85,4,1,1,3,3,4
72,4,40,74,1,0,1,2,3,3
61,3,17,69,3,1,2,2,1,3
44,1,99,83,0,2,1,1,3,3
27,3,22,67,2,4,2,1,3,0
25,4,34,79,3,1,1,2,4,3
23,4,19,3,4,2,0,3,3,1
49,4,21,56,0,1,0,3,4,0
8,2,43,0,1,0,4,4,3,1
59,2,43,0,1,1,0,0,2,4
33,0,7,60,0,2,1,2,4,4
16,1,75,89,0,0,3,4,1,0
44,1,41,91,0,1,1,2,4,1
31,2,20,15,1,1,0,0,4,0
35,0,42,82,0,4,0,4,2,2
76,3,75,89,0,2,0,3,4,3
98,2,62,29,0,2,0,4,2,4
46,3,83,86,2,3,0,2,2,0
64,4,58,30,0,2,1,3,4,3
53,3,33,48,0,4,4,2,2,2
57,3,26,39,4,0,1,1,1,0
98,0,41,1,2,0,4,3,4,3
90,1,52,99,3,3,3,2,2,2
94,2,74,16,0,2,0,0,2,0
63,1,46,87,3,0,0,4,1,1
37,3,7,60,2,4,2,2,0,4
62,0,64,95,2,1,1,4,3,1
25,4,29,33,2,2,0,3,3,2
62,2,28,47,2,1,0,0,4,3
86,4,92,73,3,1,1,3,4,3
86,4,92,73,4,1,1,3,3,2
2,4,30,0,2,1,1,1,1,1
71,2,99,0,1,1,0,4,3,2
90,1,10,21,0,0,1,4,3,3
55,0,83,86,0,3,4,2,1,3
1,2,50,0,1,1,2,0,4,0
83,2,52,99,3,2,2,0,4,0
20,2,90,13,3,4,2,0,2,0
79,1,50,28,0,4,0,4,4,0
56,1,0,8,2,0,1,4,4,3
78,4,98,92,2,0,1,3,2,0
89,3,14,23,0,2,0,3,3,2
76,3,32,42,0,4,2,2,1,4
58,0,60,0,2,1,2,4,4,4
43,0,62,3,4,2,4,0,2,3
78,4,54,6,1,2,1,1,3,3
60,0,59,40,0,0,1,4,2,4
31,2,36,3,0,2,0,4,2,0
36,1,39,27,0,3,3,4,0,0
82,0,45,43,0,0,0,3,4,1
49,4,87,17,0,2,1,3,3,3
98,2,90,3,4,1,0,4,0,3
70,3,80,66,0,3,2,3,4,0
62,0,97,37,0,4,4,2,2,2
30,1,96,32,1,0,0,2,1,1
74,0,36,2,3,3,2,2,2,3
73,1,32,42,1,4,3,1,3,1
73,1,76,38,0,0,2,1,3,3
49,4,26,39,4,0,0,3,2,1
13,3,28,47,2,0,0,1,4,4
8,2,19,44,0,3,2,3,3,4
48,2,2,34,1,4,2,0,2,3
99,1,20,2,2,4,0,1,2,0
1,2,13,2,1,0,2,0,4,2
63,1,45,43,3,3,0,4,1,3
35,1,52,99,2,2,0,2,4,2
76,3,15,22,3,3,0,2,0,0
47,0,26,39,4,0,4,4,1,4
49,4,7,60,0,0,1,2,0,2
25,4,64,95,4,0,1,3,3,3
58,1,24,35,2,1,3,4,2,0
85,2,98,0,4,0,2,0,3,2
76,3,28,47,2,1,2,1,3,3
51,1,90,13,1,1,3,4,1,1
98,2,56,1,2,1,0,0,4,3
37,3,79,97,0,3,2,1,3,3
97,3,59,40,1,2,2,1,3,3
47,0,10,21,0,4,0,0,3,3
61,3,0,8,0,4,1,1,4,4
79,1,98,1,0,0,0,2,3,1
5,0,2,34,0,4,4,2,1,3
46,3,47,58,0,0,2,2,2,4
23,4,2,34,3,4,1,4,0,3
31,0,74,16,0,0,0,2,1,3
59,2,56,1,1,1,0,0,1,3
33,0,59,40,0,2,0,0,3,4
59,2,99,83,0,0,1,2,0,2
84,0,88,70,3,3,4,4,3,1
93,1,87,0,1,1,3,1,1,3
36,3,64,95,4,0,0,2,2,2
25,4,40,74,1,1,0,0,2,3
47,0,60,14,3,1,0,1,2,1
78,4,97,37,0,2,1,2,2,3
81,3,21,56,2,2,1,3,2,3
98,2,7,60,2,0,2,0,1,1
79,1,90,13,2,0,2,2,1,0
66,2,90,13,1,1,2,1,1,2
28,1,97,37,4,2,1,1,3,1
68,4,75,89,1,1,0,3,2,4
58,1,0,8,0,4,3,2,1,1
54,2,23,12,4,3,0,4,2,4
31,2,21,56,4,2,0,1,0,4
9,1,99,0,2,0,0,4,0,1
89,3,11,1,2,1,1,3,2,3
79,1,32,42,0,3,1,4,4,3
47,0,8,2,3,4,0,2,2,1
47,0,32,42,0,3,0,2,0,1
33,0,73,76,0,0,4,0,4,1
1,2,87,17,0,0,0,1,0,3
51,1,36,3,3,2,3,4,1,4
90,1,72,49,4,0,3,4,2,3
65,3,39,27,0,3,2,2,4,4
13,3,64,95,2,1,1,2,4,4
74,0,23,12,4,3,4,2,4,4
86,4,96,1,0,1,1,3,1,1
88,4,93,20,1,0,2,3,2,3
65,3,18,51,0,2,2,1,0,0
63,1,93,20,1,0,1,2,2,4
72,4,80,66,0,3,2,3,4,3
11,2,26,39,4,0,1,4,1,0
89,3,25,98,1,2,0,1,2,4
15,2,1,5,1,4,2,0,4,1
68,1,49,94,3,2,0,4,1,3
68,4,39,27,1,3,1,3,3,2
49,1,51,18,2,0,3,4,1,2
55,1,72,49,0,0,3,4,3,3
61,3,30,0,1,1,0,1,3,1
31,2,12,1,0,4,0,0,1,4
54,2,79,97,1,0,2,0,3,1
21,3,50,28,0,4,2,1,0,0
7,4,6,72,1,0,1,2,2,0
28,1,39,27,0,1,0,3,3,0
8,2,19,44,3,3,0,0,1,0
8,2,60,14,3,1,0,1,4,2
40,0,82,75,0,0,4,2,4,4
2,4,98,92,2,0,1,2,0,4
4,0,93,20,3,1,0,1,3,0
78,4,0,8,1,4,1,3,1,0
84,1,83,86,2,1,1,4,3,2
25,4,98,92,0,2,1,3,4,3
38,0,40,74,2,1,1,4,1,2
36,0,59,40,2,2,4,4,0,1
8,2,1,50,0,3,2,4,0,1
93,2,52,99,3,2,2,4,3,3
45,1,99,83,0,2,1,3,1,1
41,3,16,0,2,0,0,1,1,4
72,4,58,30,0,0,2,3,1,2
81,3,0,8,1,4,0,2,4,4
35,4,62,29,0,1,1,3,1,0
27,3,73,76,0,2,2,1,0,3
50,4,6,72,0,0,0,3,4,3
4,0,58,30,0,2,0,2,3,0
34,3,49,94,1,2,0,1,2,3
65,3,97,37,0,4,2,1,2,3
81,3,90,13,0,2,0,1,0,2
86,4,1,50,0,1,2,3,1,4
59,2,13,2,4,0,3,1,3,1
8,0,84,4,2,1,4,4,4,1
65,3,32,42,1,4,2,1,3,2
93,2,30,88,0,0,1,4,1,3
40,2,54,6,3,2,0,0,1,3
42,4,77,0,3,0,0,1,4,4
71,2,70,41,1,1,0,4,4,0
88,1,16,71,3,2,0,1,4,1
85,2,96,32,0,2,0,1,4,4
58,1,16,0,0,0,3,4,1,4
65,3,7,60,2,4,2,2,4,1
5,0,43,0,1,1,4,2,2,0
59,2,52,99,4,2,0,4,4,3
85,2,94,62,0,0,0,0,0,3
11,2,75,0,1,1,0,4,3,3
20,2,55,46,0,2,0,0,2,1
1,2,86,55,4,2,2,0,0,1
70,3,19,44,4,3,2,1,0,3
55,0,42,82,4,1,4,2,2,1
23,4,92,73,4,3,1,3,3,0
12,1,61,53,1,4,0,4,1,3
59,1,59,40,0,1,1,4,1,4
49,4,1,50,0,3,1,3,4,2
31,2,77,11,0,0,0,4,0,2
65,3,65,90,0,1,0,1,3,3
11,0,53,31,1,0,1,0,0,4
31,0,29,33,4,2,4,2,0,3
23,4,13,2,2,4,0,2,3,1
11,2,10,3,0,0,2,4,4,2
62,0,85,26,0,1,4,0,1,3
98,2,58,30,0,0,1,0,3,0
24,0,80,66,1,3,4,0,1,4
37,3,1,50,2,3,0,1,0,1
93,2,27,84,4,0,2,0,1,0
35,4,76,38,1,0,1,3,1,2
11,2,32,42,0,1,0,4,0,0
66,2,56,1,0,1,0,0,0,0
77,0,70,41,2,0,4,3,3,1
61,3,41,91,0,3,0,2,3,2
97,3,86,55,4,3,0,3,2,4
76,3,2,34,4,4,2,1,2,0
27,3,23,12,3,1,2,2,1,3
0,0,94,62,3,4,0,2,2,2
52,0,10,21,2,0,0,2,2,3
90,0,92,73,3,1,4,2,2,3
58,1,36,3,0,2,1,4,3,1
91,0,19,44,4,1,4,2,1,3
35,4,23,12,1,1,0,4,1,2
4,0,90,13,2,4,4,0,2,3
12,1,26,39,4,1,1,2,3,4
42,4,9,52,0,2,1,3,1,0
49,4,58,30,0,1,1,3,1,2
35,4,97,37,0,1,2,3,2,3
0,1,64,95,0,1,3,2,1,2
67,0,61,53,3,4,4,2,2,3
76,3,98,92,2,2,2,2,3,2
37,3,80,66,1,0,2,2,2,3
35,4,0,8,0,1,1,3,2,1
93,2,56,1,0,1,0,0,1,0
71,2,59,40,2,2,4,0,2,2
88,4,99,0,0,1,0,1,2,2
60,2,10,4,4,3,0,0,3,0
62,0,10,21,2,0,4,0,2,3
28,1,0,8,1,4,3,1,2,1
62,0,82,75,0,2,4,2,3,3
86,4,13,2,3,4,1,3,2,0
66,2,13,2,2,2,4,0,1,4
8,2,97,37,3,2,2,0,4,3
53,3,48,59,3,1,0,1,1,3
1,2,1,50,0,3,1,0,0,3
8,0,75,89,1,4,4,2,2,0
9,1,91,64,4,4,3,4,1,0
71,2,84,4,3,1,2,0,0,3
22,1,86,55,4,3,1,1,2,0
27,3,63,93,0,4,0,1,2,1
87,0,79,0,1,0,4,4,0,0
77,0,90,13,2,4,0,2,3,2
3,3,77,11,4,0,2,2,2,1
9,1,91,64,0,4,1,4,0,1
44,1,19,44,4,0,1,4,1,0
41,3,29,0,1,0,2,1,2,0
25,0,31,5,3,3,4,0,4,3
52,0,86,55,4,3,1,2,2,4
4,0,0,8,0,1,4,0,2,0
3,3,49,2,2,4,1,1,3,2
20,2,24,35,2,0,2,0,0,0
25,4,2,34,0,4,1,2,4,2
72,4,8,54,0,4,1,2,1,4
58,0,68,63,4,1,4,2,0,2
27,3,56,1,0,1,2,2,2,0
48,2,83,86,2,3,2,4,3,3
76,3,60,0,4,0,0,2,4,4
93,2,35,65,1,1,4,0,0,2
27,3,95,80,2,1,2,3,1,3
25,4,9,52,2,4,2,4,3,4
52,0,2,34,3,4,0,2,2,3
5,0,90,13,0,4,0,2,2,3
25,0,61,53,0,0,0,0,2,3
46,3,72,49,0,0,2,1,0,4
31,2,0,8,1,3,0,4,4,3
2,4,78,77,2,1,1,3,1,0
62,0,10,21,4,0,4,4,2,2
89,3,31,5,0,4,2,2,4,3
57,3,10,21,2,2,0,1,2,1
65,3,55,46,0,3,2,2,2,4
62,0,73,76,1,3,1,4,3,2
62,0,47,58,0,0,0,2,1,3
68,4,71,61,0,0,1,3,2,1
27,3,29,33,2,2,2,1,4,2
98,2,92,73,1,0,0,0,4,0
39,2,46,87,0,0,0,0,0,2
25,4,9,52,2,1,0,3,3,0
76,3,19,44,4,0,1,2,1,2
51,1,52,99,2,2,3,4,4,3
48,2,86,55,1,3,0,1,4,0
41,3,45,43,3,1,2,1,2,2
62,0,31,5,2,0,4,2,2,0
29,0,50,28,2,4,0,2,3,0
61,3,1,50,2,2,2,2,3,3
29,0,32,42,0,4,4,1,0,1
57,3,7,60,0,2,2,3,0,3
13,3,26,39,4,1,2,2,1,3
91,4,36,3,0,2,0,3,3,3
49,4,59,40,2,2,1,2,4,3
1,2,64,95,0,0,2,0,4,1
70,3,56,1,1,1,1,2,2,1
80,1,17,69,0,1,3,2,3,4
86,4,90,13,1,0,0,3,1,2
78,4,2,34,0,0,0,3,0,3
65,3,60,14,3,1,0,2,0,3
15,2,87,17,1,0,4,0,4,1
81,3,84,4,1,1,2,1,3,0
8,2,32,42,0,3,3,4,4,1
55,0,26,39,0,1,4,3,2,0
41,3,19,44,4,3,0,2,2,3
27,3,86,1,2,4,0,1,4,4
12,1,62,29,1,2,3,3,2,3
26,2,32,42,0,4,0,2,1,3
9,1,18,51,2,1,3,4,0,4
51,1,61,53,3,3,1,4,2,1
37,3,81,0,1,1,0,2,1,4
5,0,45,43,3,3,4,2,3,3
89,3,92,73,2,1,2,2,3,3
84,1,9,52,0,0,3,1,0,2
58,1,45,43,0,0,0,4,2,3
41,3,97,37,0,4,0,1,0,4
71,2,20,15,1,1,2,2,0,2
68,4,39,27,1,1,1,4,0,4
58,1,41,91,0,3,0,4,1,3
63,1,32,42,1,4,1,4,0,2
21,2,94,62,2,2,1,0,3,3
85,2,23,12,0,3,2,2,1,0
72,0,29,33,3,1,4,2,3,1
62,0,6,72,1,0,0,4,0,1
62,2,63,0,4,1,0,4,2,1
83,0,48,59,3,4,0,4,3,4
17,0,16,71,1,2,4,2,3,4
83,2,45,43,3,1,0,4,2,3
21,3,3,68,0,0,2,1,1,0
41,0,72,49,0,1,4,2,3,0
86,4,84,4,4,1,0,2,1,2
2,4,34,79,3,3,1,3,0,0
35,4,38,19,0,0,1,2,4,1
65,3,97,37,0,4,0,2,1,3
12,1,55,46,1,3,2,1,0,0
61,3,33,48,2,4,2,3,3,3
41,3,77,11,4,0,0,2,4,0
79,1,90,13,2,0,3,4,3,0
20,2,49,94,2,3,0,0,2,4
33,0,73,5,0,4,4,2,0,3
18,3,56,1,2,1,1,1,3,1
88,1,23,12,4,3,1,3,3,1
78,2,10,21,4,4,4,4,1,3
22,1,18,51,0,4,3,4,0,2
31,2,97,37,0,4,0,0,2,0
74,0,56,1,2,1,4,2,3,0
96,1,18,51,1,1,1,3,2,3
55,1,97,37,1,2,0,4,2,3
99,0,99,83,2,3,4,2,4,2
42,4,70,41,0,0,1,3,2,3
34,3,58,30,0,2,2,1,4,0
42,4,56,1,0,1,1,3,1,0
89,0,72,49,0,1,0,2,3,2
66,2,72,49,4,1,0,2,1,3
45,1,73,76,0,0,3,4,4,1
5,2,72,49,4,2,0,4,2,4
27,3,77,11,1,0,0,1,1,3
79,1,42,82,1,1,3,3,2,0
31,2,52,99,3,2,3,0,0,4
34,3,11,78,0,2,0,1,2,3
46,3,63,0,1,0,0,1,4,0
22,1,1,1,0,1,1,3,3,3
79,1,60,14,3,1,3,1,2,3
16,1,24,35,0,1,3,3,1,3
30,1,50,28,2,4,3,0,4,2
59,1,88,70,0,3,3,4,0,3
71,2,99,83,0,3,0,0,2,1
21,3,1,50,3,0,2,1,2,1
31,2,10,21,2,0,0,0,2,3
14,4,22,7,1,1,1,3,0,3
14,4,21,56,3,2,1,1,3,1
62,0,86,55,1,0,0,0,4,3
75,0,30,88,0,1,2,2,2,4
79,1,60,14,4,1,3,4,4,3
60,2,62,29,2,2,2,0,3,4
83,2,77,11,4,0,0,0,1,0
53,3,49,94,4,2,0,1,2,0
70,3,50,28,0,4,0,2,3,0
40,2,29,33,4,2,2,0,3,3
62,0,24,35,2,1,2,0,3,4
14,4,61,53,0,0,0,1,2,0
27,3,30,0,2,0,2,1,4,0
53,3,56,1,0,1,0,1,4,3
33,0,36,3,4,2,4,2,4,3
79,1,80,66,4,3,0,4,4,3
72,4,54,6,2,4,1,3,2,4
9,1,92,1,2,1,3,2,2,3
26,2,83,86,4,3,0,4,0,3
42,0,68,63,0,0,0,2,3,2
48,2,40,74,2,2,0,3,3,3
89,3,21,56,1,0,0,2,3,0
13,3,34,79,3,3,0,3,0,3
59,2,86,55,4,3,0,1,1,3
15,2,42,82,4,4,2,2,3,0
60,0,6,72,4,0,4,2,3,2
94,3,83,86,1,3,0,2,2,3
62,0,59,40,2,0,2,0,4,0
94,0,95,0,4,1,4,3,2,3
57,3,84,0,0,1,0,2,2,3
21,3,59,1,0,0,2,3,1,0
47,0,29,33,2,0,4,4,2,3
42,4,85,26,0,1,0,2,0,1
28,1,0,8,0,3,0,1,2,0
61,3,49,2,3,1,2,2,0,3
10,0,35,65,2,1,2,1,0,4
73,1,89,96,2,0,3,4,0,3
76,3,10,21,0,0,1,1,4,0
98,2,7,60,1,1,0,0,0,3
