ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
190060,LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,LA,70601,CALCASIEU,3374943200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,LA_AMI-7A
351318,CARRINGTON HEALTH CENTER,CARRINGTON,ND,58421,FOSTER,7016523141,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,9 patients,ND_PN-7
390091,UPMC NORTHWEST,SENECA,PA,16346,VENANGO,8146767600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),228 patients,PA_SCIP-INF-3
101307,DOCTOR'S MEMORIAL HOSPITAL,BONIFAY,FL,32425,HOLMES,8505471120,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,32 patients,FL_PN-7
280003,BRYANLGH MEDICAL CENTER,LINCOLN,NE,68506,LANCASTER,4024890200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,148 patients,NE_AMI-4
190102,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER; INC,LAFAYETTE,LA,70506,LAFAYETTE,3372892000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,130 patients,LA_PN-3B
141312,ROCHELLE COMMUNITY HOSPITAL,ROCHELLE,IL,61068,OGLE,8155622181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,IL_AMI-4
50689,SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,1 patients,CA_HF-4
161353,KOSSUTH REGIONAL HEALTH CENTER,ALGONA,IA,50511,KOSSUTH,5152952451,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,11 patients,IA_PN-7
180024,SPRING VIEW HOSPITAL,LEBANON,KY,40033,MARION,2706925145,Acute Care Hospitals,Government - Local,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,8 patients,KY_HF-4
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,LINCOLN,NE,68510,LANCASTER,4022197700,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,126 patients,NE_AMI-2
360066,ST RITA'S MEDICAL CENTER,LIMA,OH,45801,ALLEN,4192273361,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),116 patients,OH_HF-3
511310,SUMMERS COUNTY ARH HOSPITAL,HINTON,WV,25951,SUMMERS,3044661000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,WV_AMI-7A
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,138 patients,CA_SCIP-VTE-2
380071,WILLAMETTE VALLEY MEDICAL CENTER,MCMINNVILLE,OR,97128,YAMHILL,5034726131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,214 patients,OR_SCIP-INF-1
450154,VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,78840,VAL VERDE,8307758566,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,79 patients,TX_SCIP-VTE-2
260094,SKAGGS COMMUNITY HEALTH CENTER,BRANSON,MO,65616,TANEY,4173357000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,100 patients,MO_PN-7
140202,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,60048,LAKE,8479905200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,167 patients,IL_AMI-5
260068,BOONE HOSPITAL CENTER,COLUMBIA,MO,65201,BOONE,5738158000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,129 patients,MO_AMI-4
330218,OSWEGO HOSPITAL,OSWEGO,NY,13126,OSWEGO,3153495511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,122 patients,NY_SCIP-INF-2
241366,MEEKER COUNTY MEMORIAL HOSPITAL,LITCHFIELD,MN,55355,MEEKER,3206933242,Critical Access Hospitals,Government - Local,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,3 patients,MN_PN-4
150097,MAJOR HOSPITAL,SHELBYVILLE,IN,46176,SHELBY,3173923211,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,134 patients,IN_PN-2
241346,CANNON FALLS MED CTR MAYO,CANNON FALLS,MN,55009,GOODHUE,5072634221,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,5 patients,MN_PN-3B
171327,ELLSWORTH COUNTY MEDICAL CENTER,ELLSWORTH,KS,67439,ELLSWORTH,7854725028,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,39 patients,KS_PN-7
23009F,SAGINAW VA MEDICAL CENTER,SAGINAW,MI,48602,SAGINAW,9894972500,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,15 patients,MI_PN-2
40118,NEA MEDICAL CENTER,JONESBORO,AR,72401,CRAIGHEAD,8709727000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,168 patients,AR_SCIP-VTE-1
370099,CUSHING REGIONAL HOSPITAL,CUSHING,OK,74023,PAYNE,9182252915,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,OK_AMI-4
140040,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,61401,KNOX,3093454555,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,40 patients,IL_SCIP-CARD-2
390146,WARREN GENERAL HOSPITAL,WARREN,PA,16365,WARREN,8147233300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94 patients,PA_SCIP-VTE-2
60027,BOULDER COMMUNITY HOSPITAL,BOULDER,CO,80304,BOULDER,3034402273,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,114 patients,CO_SCIP-INF-4
501305,LINCOLN HOSPITAL,DAVENPORT,WA,99122,LINCOLN,5097257101,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,25 patients,WA_PN-5C
110091,ROCKDALE MEDICAL CENTER,CONYERS,GA,30012,ROCKDALE,7709183000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,187 patients,GA_PN-5C
310050,SAINT CLARE'S HOSPITAL,DENVILLE,NJ,7834,MORRIS,9736256000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,61 patients,NJ_HF-4
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,JACKSONVILLE,TX,75766,CHEROKEE,9035415000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),20 patients,TX_HF-3
190167,VILLE PLATTE MEDICAL CENTER,VILLE PLATTE,LA,70586,EVANGELINE,3373635684,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,79 patients,LA_PN-4
370014,MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,DURANT,OK,74702,BRYAN,4059243080,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,92 patients,OK_HF-4
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,AUGUSTA,GA,30912,RICHMOND,7067216569,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,74 patients,GA_CAC-2
41329,ST JOHN'S HOSPITAL-BERRYVILLE,BERRYVILLE,AR,72616,CARROLL,8704233355,Critical Access Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AR_SCIP-INF-4
670004,ST MARKS MEDICAL CENTER,LA GRANGE,TX,78945,FAYETTE,9792422200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3 patients,TX_AMI-5
330167,WINTHROP-UNIVERSITY HOSPITAL,MINEOLA,NY,11501,NASSAU,5166630333,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,606 patients,NY_SCIP-INF-2
210011,SAINT AGNES HOSPITAL,BALTIMORE,MD,21229,BALTIMORE CITY,4103686000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,158 patients,MD_HF-4
521358,DOOR COUNTY MEMORIAL HOSPITAL,STURGEON BAY,WI,54235,DOOR,9207435566,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,63 patients,WI_PN-2
240166,FAIRMONT MEDICAL CENTER,FAIRMONT,MN,56031,MARTIN,5072388100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,MN_AMI-3
241306,RENVILLE COUNTY HOSPITAL AND CLINICS,OLIVIA,MN,56277,RENVILLE,3205231261,Critical Access Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),16 patients,MN_PN-6
210045,EDWARD MCCREADY MEMORIAL HOSPITAL,CRISFIELD,MD,21817,SOMERSET,4109681200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),5 patients,MD_SCIP-INF-3
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,UNION CITY,TN,38261,OBION,7318852410,Acute Care Hospitals,Voluntary non-profit - Church,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),3 patients,TN_AMI-3
140127,BROMENN HEALTHCARE,NORMAL,IL,61761,MCLEAN,3094541400,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),662 patients,IL_SCIP-INF-3
40015,MENA MEDICAL CENTER,MENA,AR,71953,POLK,4793946100,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),43 patients,AR_PN-6
370091,SAINT FRANCIS HOSPITAL; INC,TULSA,OK,74136,TULSA,9184942200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),280 patients,OK_HF-3
271318,BARRETT MEMORIAL HOSPITAL,DILLON,MT,59725,BEAVERHEAD,4066833000,Critical Access Hospitals,Government - Hospital District or Authority,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,41 patients,MT_SCIP-INF-1
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,ROGERSVILLE,TN,37857,HAWKINS,4239217000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,65 patients,TN_PN-4
150015,ST ANTHONY MEMORIAL HEALTH CENTERS,MICHIGAN CITY,IN,46360,LA PORTE,2198798511,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,140 patients,IN_SCIP-VTE-2
450188,EAST TEXAS MEDICAL CENTER - CLARKSVILLE,CLARKSVILLE,TX,75426,RED RIVER,9034273851,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,TX_AMI-3
340147,NASH GENERAL HOSPITAL,ROCKY MOUNT,NC,27804,NASH,2524438000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,129 patients,NC_HF-4
100277,DOUGLAS GARDENS HOSPITAL,MIAMI,FL,33137,MIAMI-DADE,3057518626,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,FL_HF-3
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CONCORD,CA,94520,CONTRA COSTA,9256742002,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,181 patients,CA_AMI-1
141337,PERRY MEMORIAL HOSPITAL,PRINCETON,IL,61356,BUREAU,8158752811,Critical Access Hospitals,Government - State,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,64 patients,IL_PN-5C
360076,ATRIUM MEDICAL CENTER,FRANKLIN,OH,45005,WARREN,5134205700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,168 patients,OH_PN-4
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538,ALAMEDA,5107971111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,62 patients,CA_AMI-8A
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,60010,LAKE,8473819600,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),123 patients,IL_PN-6
100045,FLORIDA HOSPITAL DELAND,DELAND,FL,32720,VOLUSIA,3869434772,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,204 patients,FL_SCIP-VTE-1
140301,OAK FOREST HOSPITAL,OAK FOREST,IL,60452,COOK,7086877200,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,IL_AMI-4
170027,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,67124,PRATT,6204501160,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,49 patients,KS_PN-2
33016F,BRONX VA MEDICAL CENTER,BRONX,NY,10468,BRONX,7185849000,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,57 patients,NY_SCIP-CARD-2
50393,DOWNEY REGIONAL MEDICAL CENTER,DOWNEY,CA,90241,LOS ANGELES,5269045000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,499 patients,CA_HF-2
390035,ST LUKE'S QUAKERTOWN HOSPITAL,QUAKERTOWN,PA,18951,BUCKS,2155384500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,6 patients,PA_AMI-2
161348,CLARKE COUNTY PUBLIC HOSPITAL,OSCEOLA,IA,50213,CLARKE,6413422184,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,18 patients,IA_PN-2
521315,LUTHER MIDELFORT- NORTHLAND MAYO HEALTH SYSTEM,BARRON,WI,54812,BARRON,7155373186,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,28 patients,WI_PN-2
241343,MUNICIPAL HOSPITAL AND GRANITE MANOR,GRANITE FALLS,MN,56241,YELLOW MEDICINE,3205643111,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,5 patients,MN_PN-4
111303,JASPER MEMORIAL HOSPITAL,MONTICELLO,GA,31064,JASPER,7064686411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,10 patients,GA_HF-2
301301,COTTAGE HOSPITAL,WOODSVILLE,NH,3785,GRAFTON,6037479000,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,13 patients,NH_HF-1
450774,TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,77090,HARRIS,2815392900,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,67 patients,TX_SCIP-VTE-2
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,91723,LOS ANGELES,6268142468,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,643 patients,CA_SCIP-INF-2
381318,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,HOOD RIVER,OR,97031,HOOD RIVER,5413863911,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,118 patients,OR_SCIP-VTE-1
271300,POPLAR COMMUNITY HOSPITAL,POPLAR,MT,59255,ROOSEVELT,4067686100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,11 patients,MT_HF-2
260105,ST LOUIS UNIVERSITY HOSPITAL,SAINT LOUIS,MO,63110,SAINT LOUIS CITY,3145778000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,110 patients,MO_PN-4
300029,PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,3801,ROCKINGHAM,6034365110,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),36 patients,NH_AMI-3
520204,WHEATON FRANCISCAN HEALTHCARE- FRANKLIN; INC,FRANKLIN,WI,53132,MILWAUKEE,4143253910,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,2 patients,WI_SCIP-VTE-1
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,NASHVILLE,TN,37212,DAVIDSON,6153275332,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,16 patients,TN_AMI-8A
271338,BIG HORN CO MEMORIAL HOSPITAL,HARDIN,MT,59034,BIG HORN,4066652310,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,MT_HF-3
360116,BROWN COUNTY HOSPITAL,GEORGETOWN,OH,45121,BROWN,5133787500,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,73 patients,OH_PN-2
261320,LAFAYETTE REGIONAL HEALTH CENTER,LEXINGTON,MO,64067,LAFAYETTE,6602592203,Critical Access Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),12 patients,MO_SCIP-INF-3
100187,PALMETTO GENERAL HOSPITAL,HIALEAH,FL,33016,MIAMI-DADE,3058235000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,473 patients,FL_HF-1
161348,CLARKE COUNTY PUBLIC HOSPITAL,OSCEOLA,IA,50213,CLARKE,6413422184,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,6 patients,IA_HF-1
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,ORANGE,TX,77630,ORANGE,4098831273,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,19 patients,TX_AMI-2
161377,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,52544,APPANOOSE,6414374111,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,50 patients,IA_PN-2
390001,COMMUNITY MEDICAL CENTER,SCRANTON,PA,18510,LACKAWANNA,5709698240,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,80 patients,PA_PN-4
200031,CARY MEDICAL CENTER,CARIBOU,ME,4736,AROOSTOOK,2074983111,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,9 patients,ME_AMI-2
510007,ST MARY'S MEDICAL CENTER,HUNTINGTON,WV,25701,CABELL,3045261234,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),124 patients,WV_HF-3
330013,ALBANY MEDICAL CENTER HOSPITAL,ALBANY,NY,12208,ALBANY,5182623125,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,355 patients,NY_HF-2
110011,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,30117,CARROLL,7708369580,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,46 patients,GA_AMI-4
340027,LENOIR MEMORIAL HOSPITAL,KINSTON,NC,28501,LENOIR,2525227000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,59 patients,NC_HF-4
340084,ANSON COMMUNITY HOSPITAL,WADESBORO,NC,28170,ANSON,7046945131,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),16 patients,NC_SCIP-INF-3
50009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,94558,NAPA,7072524411,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,48 patients,CA_PN-4
40001,SILOAM SPRINGS MEMORIAL HOSPITAL,SILOAM SPRINGS,AR,72761,BENTON,4795244141,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),50 patients,AR_SCIP-INF-3
450080,TITUS COUNTY MEMORIAL HOSPITAL,MOUNT PLEASANT,TX,75455,TITUS,9035776000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,TX_AMI-3
170027,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,67124,PRATT,6204501160,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,168 patients,KS_SCIP-INF-1
521328,RUSK COUNTY MEM HSPTL,LADYSMITH,WI,54848,RUSK,7155325561,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2 patients,WI_AMI-3
10095,HALE COUNTY HOSPITAL,GREENSBORO,AL,36744,HALE,3346243024,Acute Care Hospitals,Voluntary non-profit - Other,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),19 patients,AL_PN-6
