ProviderNumber,HospitalName,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Sample,StateAvg
70029,BRISTOL HOSPITAL,BRISTOL,CT,6010,HARTFORD,8605853000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,183 patients,CT_SCIP-INF-1
351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS,WATFORD CITY,ND,58854,MCKENZIE,7018423000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),12 patients,ND_PN-6
50222,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,483 patients,CA_HF-2
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,AZ_SCIP-INF-4
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,MOUNT VERNON,IL,62864,JEFFERSON,6182424600,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),697 patients,IL_SCIP-INF-6
140242,CENTRAL DUPAGE HOSPITAL,WINFIELD,IL,60190,DUPAGE,6306821600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,175 patients,IL_AMI-5
450530,MAINLAND MEDICAL CENTER,TEXAS CITY,TX,77591,GALVESTON,4099385000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,180 patients,TX_SCIP-VTE-1
101310,SHANDS AT STARKE,STARKE,FL,32091,BRADFORD,9043682300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,1 patients,FL_AMI-7A
360236,MERCY HOSPITAL CLERMONT,BATAVIA,OH,45103,CLERMONT,5137328278,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,179 patients,OH_PN-2
100073,HOLY CROSS HOSPITAL,FORT LAUDERDALE,FL,33308,BROWARD,9547718000,Acute Care Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,177 patients,FL_SCIP-VTE-2
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,TUCUMCARI,NM,88401,QUAY,5754617007,Critical Access Hospitals,Government - Federal,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,8 patients,NM_PN-4
150015,ST ANTHONY MEMORIAL HEALTH CENTERS,MICHIGAN CITY,IN,46360,LA PORTE,2198798511,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,266 patients,IN_HF-2
30119,MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,85296,MARICOPA,4807288327,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,99 patients,AZ_AMI-1
220116,TUFTS MEDICAL CENTER,BOSTON,MA,2111,SUFFOLK,6176365000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,642 patients,MA_SCIP-INF-1
100030,HEALTH CENTRAL,OCOEE,FL,34761,ORANGE,4072961820,Acute Care Hospitals,Government - State,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,162 patients,FL_PN-2
380025,LEGACY MT HOOD MEDICAL CENTER,GRESHAM,OR,97030,MULTNOMAH,5036741193,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,99 patients,OR_PN-2
200040,HENRIETTA D GOODALL HOSPITAL,SANFORD,ME,4073,YORK,2073244310,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,47 patients,ME_AMI-1
261303,COMMUNITY HOSPITAL ASSOCIATION,FAIRFAX,MO,64446,ATCHISON,6606862111,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,MO_AMI-4
430060,HOLY INFANT HOSPITAL,HOVEN,SD,57450,POTTER,6059482262,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,0 patients,SD_PN-4
230036,ALPENA REGIONAL MEDICAL CENTER,ALPENA,MI,49707,ALPENA,9893567390,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,87 patients,MI_PN-3B
490018,AUGUSTA MEDICAL CENTER,FISHERSVILLE,VA,22939,AUGUSTA,5409324500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),879 patients,VA_SCIP-INF-6
450229,HENDRICK MEDICAL CENTER,ABILENE,TX,79601,TAYLOR,3256702000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,296 patients,TX_AMI-2
181312,NEW HORIZONS MEDICAL CENTER,OWENTON,KY,40359,OWEN,5024843663,Critical Access Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),7 patients,KY_HF-3
520136,WHEATON FRANCISCAN HEALTHCARE- ST JOSEPH,MILWAUKEE,WI,53210,MILWAUKEE,4144472000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,187 patients,WI_PN-2
210040,NORTHWEST HOSPITAL CENTER,RANDALLSTOWN,MD,21133,BALTIMORE,4105212200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,299 patients,MD_SCIP-INF-2
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,RENO,NV,89502,WASHOE,7753281263,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,NV_AMI-4
100232,PUTNAM COMMUNITY MEDICAL CENTER,PALATKA,FL,32177,PUTNAM,3863268500,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),102 patients,FL_PN-6
361314,H B MAGRUDER MEMORIAL HOSPITAL,PORT CLINTON,OH,43452,OTTAWA,4197343131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,OH_AMI-5
230031,ST JOSEPH MERCY PORT HURON,PORT HURON,MI,48060,SAINT CLAIR,8109851510,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,559 patients,MI_SCIP-INF-1
140280,TRINITY MEDICAL CENTER - 7TH STREET CAMPUS,ROCK ISLAND,IL,61201,ROCK ISLAND,3097795000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,47 patients,IL_PN-4
250084,NATCHEZ REGIONAL MEDICAL CENTER,NATCHEZ,MS,39120,ADAMS,6014432100,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,129 patients,MS_SCIP-INF-2
370232,MUSKOGEE COMMUNITY HOSPITAL,MUSKOGEE,OK,74402,MUSKOGEE,9186877777,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,OK_AMI-5
171333,CLARA BARTON HOSPITAL,HOISINGTON,KS,67544,BARTON,6206532114,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,KS_AMI-1
390231,ABINGTON MEMORIAL HOSPITAL,ABINGTON,PA,19001,MONTGOMERY,2154812000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,720 patients,PA_HF-1
161344,WASHINGTON COUNTY HOSPITAL,WASHINGTON,IA,52353,WASHINGTON,3196535481,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,3 patients,IA_AMI-2
51003F,CLARKSBURG VA MEDICAL CENTER,CLARKSBURG,WV,26301,HARRISON,3046233461,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,WV_SCIP-INF-4
370113,INTEGRIS GROVE GENERAL HOSPITAL,GROVE,OK,74344,DELAWARE,9187862243,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),109 patients,OK_SCIP-INF-3
371301,PRAGUE COMMUNITY HOSPITAL,PRAGUE,OK,74864,LINCOLN,4055674922,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),,OK_SCIP-INF-6
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,98837,GRANT,5097655606,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,WA_AMI-7A
161316,PALMER LUTHERAN HEALTH CENTER,WEST UNION,IA,52175,FAYETTE,5634223811,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,IA_SCIP-INF-4
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,MARSHALL,MN,56258,LYON,5075379661,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,1 patients,MN_AMI-4
161317,MARENGO MEMORIAL HOSPITAL,MARENGO,IA,52301,IOWA,3196425543,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,IA_AMI-7A
40118,NEA MEDICAL CENTER,JONESBORO,AR,72401,CRAIGHEAD,8709727000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,191 patients,AR_PN-2
450578,HEMPHILL COUNTY HOSPITAL,CANADIAN,TX,79014,HEMPHILL,8063236622,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,0 patients,TX_AMI-1
390211,SHARON REGIONAL HEALTH SYSTEM,SHARON,PA,16146,MERCER,7249833912,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),585 patients,PA_SCIP-INF-6
160124,LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,51360,DICKINSON,7123361230,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,IA_AMI-3
510077,WILLIAMSON MEMORIAL HOSPITAL,WILLIAMSON,WV,25661,MINGO,3042352500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,46 patients,WV_CAC-3
50680,NORTHBAY VACAVALLEY HOSPITAL,VACAVILLE,CA,95688,SOLANO,7074464000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,17 patients,CA_HF-4
190045,ST TAMMANY PARISH HOSPITAL,COVINGTON,LA,70433,SAINT TAMMANY,9858984000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),480 patients,LA_SCIP-INF-6
100246,LAWNWOOD REGIONAL MEDICAL CENTER,FORT PIERCE,FL,34950,SAINT LUCIE,7724614000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),203 patients,FL_HF-3
391306,MONTROSE GENERAL HOSPITAL,MONTROSE,PA,18801,SUSQUEHANNA,5702783801,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,1 patients,PA_AMI-7A
30083,PARADISE VALLEY HOSPITAL,PHOENIX,AZ,85032,MARICOPA,6029235000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,19 patients,AZ_HF-4
100168,BOCA RATON COMMUNITY HOSPITAL INC,BOCA RATON,FL,33486,PALM BEACH,5613625002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,195 patients,FL_SCIP-VTE-1
110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,30322,DEKALB,4046868500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,13 patients,GA_AMI-8A
110027,COBB MEMORIAL HOSPITAL,ROYSTON,GA,30662,FRANKLIN,7062455034,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,86 patients,GA_PN-2
361302,TWIN CITY HOSPITAL,DENNISON,OH,44621,TUSCARAWAS,7409222800,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,OH_SCIP-INF-4
210030,CHESTER RIVER HOSPITAL CENTER,CHESTERTOWN,MD,21620,KENT,4107783300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,64 patients,MD_PN-2
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,98195,KING,2065983300,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,73 patients,WA_AMI-2
260094,SKAGGS COMMUNITY HEALTH CENTER,BRANSON,MO,65616,TANEY,4173357000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,252 patients,MO_HF-2
100173,UNIVERSITY COMMUNITY HOSPITAL,TAMPA,FL,33613,HILLSBOROUGH,8136157200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,377 patients,FL_SCIP-INF-1
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,SELMA,AL,36701,DALLAS,3344184100,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),106 patients,AL_HF-3
271328,MARIAS MEDICAL CENTER,SHELBY,MT,59474,TOOLE,4064343200,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,MT_SCIP-VTE-1
520030,ASPIRUS WAUSAU HOSPITAL,WAUSAU,WI,54401,MARATHON,7158472121,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,105 patients,WI_PN-3B
450147,DETAR HOSPITAL NAVARRO,VICTORIA,TX,77902,VICTORIA,3615757441,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,26 patients,TX_HF-4
521311,OUR LADY OF VICTORY HSPTL,STANLEY,WI,54768,CHIPPEWA,7156445571,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,WI_AMI-4
450697,SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,TX,78224,BEXAR,2109212000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,85 patients,TX_AMI-2
400001,ASHFORD PRESBYTERIAN COMMUNITY HOSP,SAN JUAN,PR,907,SAN JUAN,7877212160,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,50 patients,PR_PN-7
150058,MEMORIAL HOSPITAL OF SOUTH BEND,SOUTH BEND,IN,46601,ST JOSEPH,5746473632,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,258 patients,IN_AMI-1
520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,MILWAUKEE,WI,53215,MILWAUKEE,4146475000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,22 patients,WI_AMI-8A
70039,MASONIC HOME AND HOSPITAL,WALLINGFORD,CT,6492,NEW HAVEN,2036795900,Acute Care Hospitals,Voluntary non-profit - Other,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,45 patients,CT_PN-2
450670,TOMBALL REGIONAL HOSPITAL,TOMBALL,TX,77375,HARRIS,2813511623,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),310 patients,TX_SCIP-INF-3
280061,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF,3086353711,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,401 patients,NE_SCIP-INF-1
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,LAWRENCEVILLE,IL,62439,LAWRENCE,6189431000,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,IL_SCIP-CARD-2
240053,PARK NICOLLET METHODIST HOSPITAL,SAINT LOUIS PARK,MN,55426,HENNEPIN,9529935000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,597 patients,MN_SCIP-INF-2
490013,HALIFAX REGIONAL HOSPITAL,HALIFAX,VA,24558,HALIFAX,4345173100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,59 patients,VA_AMI-5
450643,DOCTORS HOSPITAL OF LAREDO,LAREDO,TX,78041,WEBB,9565232000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,14 patients,TX_AMI-5
450023,CITIZENS MEDICAL CENTER,VICTORIA,TX,77901,VICTORIA,3615739181,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,192 patients,TX_PN-5C
100039,BROWARD GENERAL MEDICAL CENTER,FORT LAUDERDALE,FL,33316,BROWARD,9543554400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),429 patients,FL_SCIP-INF-3
241367,KANABEC HOSPITAL,MORA,MN,55051,KANABEC,3206791212,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,MN_AMI-1
190041,CHRISTUS SCHUMPERT HEALTH SYSTEM,SHREVEPORT,LA,71101,CADDO,3186814215,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,53 patients,LA_SCIP-INF-4
240043,NAEVE HOSPITAL,ALBERT LEA,MN,56007,FREEBORN,5073732384,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,46 patients,MN_SCIP-CARD-2
110030,CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,30120,BARTOW,7703878182,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,132 patients,GA_HF-2
420102,PATEWOOD MEMORIAL HOSPITAL,GREENVILLE,SC,29615,GREENVILLE,8644540888,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,SC_AMI-4
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,OMAHA,NE,68144,DOUGLAS,4026370600,Acute Care Hospitals,Proprietary,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,,NE_PN-7
50492,CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,CA,93611,FRESNO,5593244000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),768 patients,CA_SCIP-INF-6
500049,WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,99362,WALLA WALLA,5095250480,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,3 patients,WA_AMI-4
100140,BAPTIST MEDICAL CENTER  NASSAU,FERNANDINA BEACH,FL,32034,NASSAU,9043213500,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,94 patients,FL_PN-2
330219,ERIE COUNTY MEDICAL CENTER,BUFFALO,NY,14215,ERIE,7168983936,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,127 patients,NY_AMI-1
230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,MOUNT CLEMENS,MI,48043,MACOMB,5864938000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,270 patients,MI_PN-3B
360276,ST ELIZABETH BOARDMAN HEALTH CENTER,YOUNGSTOWN,OH,44512,MAHONING,3307292929,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,54 patients,OH_PN-4
241367,KANABEC HOSPITAL,MORA,MN,55051,KANABEC,3206791212,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,MN_AMI-3
60009,EXEMPLA LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,80033,JEFFERSON,3034254500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,77 patients,CO_SCIP-CARD-2
260074,MOBERLY REGIONAL MEDICAL CENTER,MOBERLY,MO,65270,RANDOLPH,6602638400,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream ?C not a razor),108 patients,MO_SCIP-INF-6
41303,MERCY HOSPITAL TURNER MEMORIAL,OZARK,AR,72949,FRANKLIN,4796674138,Critical Access Hospitals,Voluntary non-profit - Church,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,AR_SCIP-VTE-2
451302,GOOD SHEPHARD MEDICAL CENTER-LINDEN,LINDEN,TX,75563,CASS,9037565561,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),7 patients,TX_SCIP-INF-3
180116,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY,42066,GRAVES,2702514500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,234 patients,KY_PN-5C
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,60010,LAKE,8473819600,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,206 patients,IL_SCIP-VTE-1
110069,HOUSTON MEDICAL CENTER,WARNER ROBINS,GA,31093,HOUSTON,4789224281,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,GA_AMI-7A
